text,retweet_count,favorite_count,is_retweet,date,score
RT SenToomey Caring for a loved one with Alzheimer's is difficult even in the best of times If you or someone you know is suffering from,1684,0,0,2020-06-05,291.3958076490042
RT mghjmh Justin12393LEE tinastullracing realDonaldTrump ,12129,0,0,2020-06-03,190.76483495422602
RT RealCandaceO Black America has been destroyed by liberal policies a liberal media and a liberal stranglehold on culture Democrats,20951,0,0,2019-06-09,264.6073942727497
RT DevinNunes Thx dbongino ,7800,0,1,2019-12-08,94.26189796845188
RT smalltownandrew Wow This video is one of the most patriotic videos I have ever seen Gives me chills to see our amazing POTUS and F,17810,0,0,2020-05-10,294.2864802546272
RT parscale Karma,8708,0,0,2020-02-08,58.095580194569855
Governor MattBevin has done a wonderful job for the people of Kentucky He continues to protect your very important Second Amendment Matt is Strong on Crime and the Border he Loves our Great Vets and Military Matt has my Complete and Total Endorsement and always has,11717,44780,0,2019-10-15,478.90958294868665
RT trishregan AG Barr says he believes Russia investigation into PresTrump was started without basis amp effectively amounted to an eff,20021,0,0,2020-04-10,261.03112694254105
One of the greats ,3918,19125,0,2019-08-31,62.63703239984731
Keep up the great work  THANK YOU ,10438,47070,0,2018-09-15,89.94724356385812
RT NIHDirector As part of the NIH response to COVID19 NIHs nlmnews is working with WHOSTP and others to make coronavirusrelated,3246,0,0,2020-03-18,362.3823140666336
So nice how well my State of the Union speech was received Thank you to all,29137,206246,0,2019-02-08,178.84100468676633
However if for any reason Mexico stops apprehending and bringing the illegals back to where they came from the US will be forced to Tariff at 25 all cars made in Mexico and shipped over the Border to us If that doesnt work which it will I will close the Border,18620,84052,0,2019-04-05,525.6203889217646
RT OANN President Trump Surveys Damage Caused By Hurricane Laura OANN ,4427,0,0,2020-08-29,122.1833561016896
RT TrumpWarRoom Who am I then Fredo Cuomo asked during a 2010 radio interview when his brother was considering running for governor,10556,0,0,2019-08-14,246.12263497670583
RT VVFriedman The LouisVuitton Trump  ribbon cutting Louis Vuittoncost me a lot of money over the years said the President ,10189,0,0,2019-10-18,296.7249774143485
Scott Gottlieb who has done an absolutely terrific job as Commissioner of the FDA plans to leave government service sometime next month,12031,68056,0,2019-03-06,235.34320517773207
RT realDonaldTrump 95 Approval Rating in the Republican Party Thank you,22062,0,0,2019-11-05,152.0566127109669
RT AlanDersh ,5120,0,1,2019-12-18,48.75841109678547
Democrats must change the Immigration Laws FAST If not Sanctuary Cities must immediately ACT to take care of the Illegal Immigrants  and this includes Gang Members Drug Dealers Human Traffickers and Criminals of all shapes sizes and kinds CHANGE THE LAWS NOW,29716,109143,0,2019-04-13,398.7563817796594
Mini Mike Bloomberg can never recover from his incompetent debate performances Also as mayor he was very bad under pressure  a choker,11499,60124,0,2020-03-03,250.51545755930462
The Democrats are lucky that they dont have any Mitt Romney types They may be lousy politicians with really bad policies Open Borders Sanctuary Cities etc but they stick together,18835,79558,0,2019-10-06,328.42974930890654
RT BuckSexton McCabe is a dishonorable partisan scumbag who has done incalculable damage to the reputation of the FBI and should be sitti,7174,0,0,2020-05-10,316.44234550863575
RT JessicaDitto45 We stand with the people of Venezuela in their struggle to restore democracy freedom and rule of law It was deeply m,5758,0,0,2019-09-08,262.765436389197
My thoughts and prayers are with the Florence County Sheriffs Office and the Florence Police Department tonight in South Carolina We are forever grateful for what our Law Enforcement Officers do 24/7/365 ,20749,85256,0,2018-10-04,368.1380487620505
RT yalinunez BernieSanders  I lived and went to school in Cuba for 15 yearsYou have NO IDEA of you are talking aboutNot in the,28639,0,0,2020-02-25,287.7519921274709
RT AndrewHClark Epic America TrumpSpeech ,15386,0,0,2019-07-05,101.7409438569339
Congressman KevinYoder has fought hard for the People of Kansas Highly respected strong on Crime the Border Military Vets and Second Amendment Kevin has my Total Endorsement,14190,54129,0,2018-10-31,280.8002326221505
If racist Elijah Cummings would focus more of his energy on helping the good people of his district and Baltimore itself perhaps progress could be made in fixing the mess that he has helped to create over many years of incompetent leadership His radical oversight is a joke,28009,117232,0,2019-07-28,494.55691513932516
Cant believe how badly CNN has done in the newly released TV ratings They are so far below FoxNews thank you President Trump that you can barely find them Fredo should be given a big pay cut MSDNC also did poorly As I have long said Fake News does not pay,21053,92527,0,2020-07-01,529.3735841180071
There is nothing to admire about them they will always try to show a glimmer of vicious hope but they are losers and barely breathing Think about that before you destroy your lives and the lives of your family,18777,105976,0,2019-03-22,408.13730397997887
RT TeamTrump The partisan media has spread false information about America's testing capacityPresident realDonaldTrump isn't afraid t,6562,0,0,2020-04-18,258.98516766942413
Happy 243rd Birthday to our GREAT US Marine Corps ,23582,102693,0,2018-11-10,109.17317944092271
RT EliseStefanik Devastating flashback clip of Comey just aired on marthamaccallum showWhen asked who went around the protocol of goi,18769,0,0,2020-04-30,265.2739057724165
The antiSemitic attack in Monsey New York on the 7th night of Hanukkah last night is horrific We must all come together to fight confront and eradicate the evil scourge of antiSemitism Melania and I wish the victims a quick and full recovery,36155,163511,0,2019-12-29,531.6596726994563
Secretary of State Pompeo recieved permission from Ukraine Government to release the transcript of the telephone call I had with their President They dont know either what the big deal is A total Witch Hunt Scam by the Democrats,30981,118042,0,2019-09-25,421.387307388645
Lets just call them WALLS from now on and stop playing political games A WALL is a WALL,25314,115947,0,2019-01-31,172.98974869302347
And then think what happens to China when I win Deal would get MUCH TOUGHER In the meantime Chinas Supply Chain will crumble and businesses jobs and money will be gone,12795,61736,0,2019-09-03,367.04478179500114
As I predicted 16 cities led mostly by Open Border Democrats and the Radical Left have filed a lawsuit in of course the 9th Circuit California the state that has wasted billions of dollars on their out of control Fast Train with no hope of completion seems in charge,6521,25023,0,2019-02-19,452.3742165080273
RT BreitbartNews Every American needs to see Joe Biden's latest brain freeze ,15638,0,0,2020-03-24,193.8644614897845
Jerome Corsi This is not justice this is not America This is a political prosecution The Special Prosecutor Counsel to get this plea deal demanded I lie and violate the law Theyre the criminals He is not alone 17 Angry Dems People forced to lie Sad  TrishRegan,17132,60597,0,2018-12-07,486.788489228023
Thank you to our great American businesses for going above and beyond to keep our most vulnerable citizens safe ,15827,80038,0,2020-03-18,209.2099739390176
There has never been a time in the history of our Country that the Media was so Fraudulent Fake or Corrupt When the Age of Trump is looked back on many years from now I only hope that a big part of my legacy will be the exposing of massive dishonesty in the Fake News,35597,145329,0,2019-08-29,530.9166729161482
RT TeamTrump President realDonaldTrump We passed the largest tax cut in the history of our country ,6915,0,0,2020-08-03,198.33813623363432
They would own our Country ,26898,84197,0,2020-08-20,58.02827096840086
RT RNCResearch Sondland agrees the president never told him any preconditions for anything,7583,0,1,2019-11-21,191.65909345467554
It cannot overcome the dedication of our doctors nurses and scientists  and it cannot beat the LOVE PATRIOTISM and DETERMINATION of our citizens Strong and United WE WILL PREVAIL,23720,122560,0,2020-03-19,344.65690466739306
Nasdaq Hits 9000 for First Time Ever ,18042,71113,0,2019-12-27,126.13340242886768
95 Approval Rating in the Republican Party 53 overall Not bad considering I get nothing but Fake amp Corrupt News day and night Russia Russia Russia then the Ukraine Scam wheres the Whistleblower the Impeachment Hoax and more more more,24279,124690,0,2020-03-18,420.29920386604823
Nancy Pelosi and the Democrats cant put down the Impeachment match They know they couldnt beat him in 2016 against Hillary Clinton and theyre increasingly aware of the fact that they wont win against him in 2020 and Impeachment is the only tool they have to get,20647,86182,0,2019-09-29,494.47194861518415
RT realDonaldTrump The Radical Left Democrats First they try to take away your guns Then they try to take away your police,75803,0,0,2020-06-12,261.0401748011413
RT TeamTrump It took TWO MONTHS for Joe Biden to finally admit that President realDonaldTrump's decision to restrict travel from China w,8625,0,0,2020-04-04,269.06923421522106
RT TomFitton ObamaClintonRussia  The REAL Collusion Scandal Docs Show Obama State Dept Launders Steele Dossier to Target realDonald,5262,0,0,2019-06-15,290.09432193519837
In addition to Florida  South Carolina North Carolina Georgia and Alabama will most likely be hit much harder than anticipated Looking like one of the largest hurricanes ever Already category 5 BE CAREFUL GOD BLESS EVERYONE,17999,73151,0,2019-09-01,384.1560428498244
RT HouseGOP House Democrats continue to waste the American peoples time with their impeachment sham  Passing USMCAnow Securing o,7512,0,1,2019-12-05,228.64155576281476
Its the Democrats keeping everything closed JimInhofe  So true,16689,77689,0,2019-01-18,128.42634436669726
A big subject today at the White House Social Media Summit will be the tremendous dishonesty bias discrimination and suppression practiced by certain companies We will not let them get away with it much longer The Fake News Media will also be there but for a limited period,16697,66417,0,2019-07-11,459.3656571271041
RT GreggJarrett KT McFarland Rice Email Was a Cover Your A Memorandum ,8378,0,0,2020-05-27,164.4289859595586
RT GOP Under realDonaldTrumps leadership Florida is THRIVING  Read more from Pam Bondi former AG of Florida,8452,0,0,2019-06-22,213.48565782270137
RT GOPChairwoman Our economy is on fire Jobs are up unemployment is at record lows and wages are still rising But Democrats would,14258,0,0,2019-04-09,269.8622849988097
RT dbongino After reading through the IG report I offer this advice  if youre even considering working for a GOP political campaign in,11905,0,1,2019-12-11,260.9813800581836
RT JohnBoozman My full statement on my vote to move the impeachment trial to the next stage ,5187,0,0,2020-02-04,202.05616959694285
Will be interviewed by seanhannity tonight at 900 PM on FoxNews Enjoy,10750,46293,0,2019-10-22,165.38047184961502
RT LbrtyNow UrbanAchievr Susan Rice knowingly lied to America about the video  Obama and Clinton abandon our Patriots Rice abaondon,10679,0,0,2020-06-20,261.6734268660857
I watch and listen to the Fake News CNN MSDNC ABC NBC CBS some of FOX desperately amp foolishly pleading to be politically correct the nytimes amp the washingtonpost and all I see is hatred of me at any cost Dont they understand that they are destroying themselves,46812,219957,0,2020-03-22,493.99964566477905
The Mainstream Media hates to cover this ,11602,46166,0,2019-05-19,79.23162833620307
Tom Tiffany TomTiffanyWI is a Great Advocate for the incredible people of Wisconsin WI07 We need Tom in Congress to help us Make America Great Again He will Fight for Small Business supports our Incredible Farmers Loves our Military and our Vets,14331,55638,0,2020-05-09,471.6398767365022
RT RepDougCollins Chairman Nadler has no choice but to postpone Mondays hearing in the wake of a lastminute document transmission that,12861,0,1,2019-12-08,267.72480727072167
RT GOP We can't give up the finest law enforcement anywhere in the world There's nothing like it realDonaldTrump ,6546,0,0,2020-06-09,262.4719674675729
On my way see you soon ,10251,44736,0,2020-01-24,87.34902491482164
RT DarrellIssa GavinNewsom and I disagree on quite a bit and there are parts of his management of which Ive been critical but Im glad,3680,0,0,2020-04-30,285.4548346325912
At least they admit it The Failing nytimes amp washingtonpost never correct their Fake Reporting ,22881,73818,0,2020-04-29,168.7439726679124
RT RepMarkMeadows THREAD You will probably see plenty of spin and headlines today claiming the FBI is exonerated in this report That is,14512,0,1,2019-12-11,287.8747051923583
Thank you to mirandadevine of the New York Post for your interesting and correct column today Trump has gained 20 points since Impeachment began in October He gets 67 on economy Nonwhite approval of Trump is also at a high 28 up 10 points in a year Nice one Nancy,16994,71620,0,2020-02-10,514.2344141217291
79 of these decisions have been overturned in the 9th Circuit FoxNews  A terrible costly and dangerous disgrace It has become a dumping ground for certain lawyers looking for easy wins and delays Much talk over dividing up the 9th Circuit into 2 or 3 Circuits Too big,20603,77622,0,2018-11-22,461.9097098150909
Elijah Cummings never even went to the Southern Border and then he screams at the very good people who despite Congresses failure to fix the Loopholes and Asylum make it work crossings are way down and the Wall is being built Even with zero Dem help Border getting strong,22363,90956,0,2019-07-30,476.7026907193486
60Minutes forgot to report that we are helping the great farmers of the USA to the tune of 28 Billion Dollars for the last two years paid for out of Tariffs paid to the United States by China for targeting the farmer They devalued their currency therefore paying the cost,20112,71366,0,2019-10-06,534.3664053886755
RT SenCapito As an appropriator and chairman of the Transportation and Infrastructure Subcommittee on EPWGOP Im proud to work with sta,2855,0,0,2020-01-28,289.807546396576
trampled on our Constitution and they have done irreparable harm to our Republic The American people are going to speak up and speak out about this I think this guarantees Trumps reelection in 2020 Jason Meister,247,728,0,2019-12-14,417.38707720226154
The President has until September 30th to give this aid to Ukraine He gets it out on September 11th 3 weeks before the deadline So we give our ally aid and Joe Biden is not investigated Remember that they get the aid and we get nothing in return The Democrats,15725,58186,0,2019-11-12,463.676993826619
Read the Transcripts us is a reference to USA not me,17406,78395,0,2019-12-10,129.352846861185
My support for Donald Trump has never been greater than it is right now It is paramountly obvious watching this these people have to go You elected Donald Trump to drain the Swamp well dismissing people like Yovanovitch is what that looks like Dismissing people like Kent,18160,72908,0,2019-11-16,476.7655220735053
RT realDonaldTrump Does anyone notice how little the Radical Left takeover of Seattle is being discussed in the Fake News Media That is,50327,0,0,2020-06-17,255.78547338789568
READ THE TRANSCRIPTS,33010,176163,0,2020-01-22,54.72900529943003
RT RudyGiuliani Dems impeachment for innocent conduct is intended to obstruct the below investigations of Obamaera corruption Billi,27535,0,1,2019-12-16,257.1089578709582
RT NASA This is the first time in human history NASAAstronauts have entered the SpaceStation from a commerciallymade spacecraft As,64574,0,0,2020-06-02,243.00827135928452
Brennan too And the Whistleblower also worked for Susan Rice Its an understatement to say that this is a Witch Hunt IngrahamAngle  They spied on my campaign,14762,51214,0,2019-11-23,329.5898867144281
RT marcorubio Back in 2014 while the MaduroRegime was rounding up student protestors for torture amp extrajudicial detention the Obama/Bid,5736,0,0,2020-07-11,280.9033270816468
RT PollWatch2020 Trump got 8 percent of black vote in 2016 Ive been predicting 1113 percent in 2020 Im thinking he could get 1416 p,9712,0,0,2020-08-30,294.69452137508756
RT GOP I commend the President for his leadership in proposing this bold solution to reopen the government secure the border and take,7636,0,0,2019-01-20,257.93214669119044
RT charliekirk11 The Obama Administration asked Ukraine to investigate Trump when he was a private citizenWhere were the MSM attacks th,14953,0,0,2019-10-19,250.33324281181444
I am pleased to inform you that The United States of America has reached a signed agreement with Mexico The Tariffs scheduled to be implemented by the US on Monday against Mexico are hereby indefinitely suspended Mexico in turn has agreed to take strong measures to,2659,7515,0,2019-06-08,483.2024590774437
Everyone MUST watch the opening to TuckerCarlson  A Classic foxnews,13374,74274,0,2019-03-01,133.32524063320386
RT VP The United States stands without apology for a strong prosperous and free United Kingdom and we fully support their decision to l,18570,0,0,2019-09-07,242.69005822679736
RT VP President realDonaldTrump made a promise to the American people that our Nation will maintain leadership in space and the agreemen,9720,0,1,2019-12-12,238.28462220870475
RT JackPosobiec Teen stabbed about 100 times and set on fire in MS13 murder police say ,12643,0,0,2019-03-17,210.68863864592092
RT realDonaldTrump China is on a massive disinformation campaign because they are desperate to have Sleepy Joe Biden win the presidential,61825,0,0,2020-05-21,264.7956621434001
Navy Seal Eddie Gallagher will be on foxandfriends this morning at 730 AM Have no fear all will end well for everyone,12707,60008,0,2019-11-24,259.49044378993517
RT ErinMPerrine No No he isntHe is protecting Americans He is protecting AmericaPresident realDonaldTrump is putting America fi,7378,0,0,2020-06-02,270.66668352049265
President Trump would be negligent if he did not bring this matter Biden up If the VP of the US is self enriching amp engaged in criminal behavior at a minimum corrupt behavior it ought to be looked at Peter Schweizer author Secret Empires marklevinshow,21357,81007,0,2019-10-05,484.59745125573096
A beautiful evening in Phoenix Arizona with Great American Patriots THANK YOU ,14535,63176,0,2020-02-20,140.66319160684043
RT JudicialWatch JW President TomFitton discusses Clintons memo She signed a memo saying due to recent targeting of personal email a,12347,0,0,2019-04-18,242.9029243722239
RT NCEmergency New Evacuation Orders are in place Go to to see if you are in an area with a mandatory or volunte,4682,0,1,2018-09-15,270.28736214935645
RT realDonaldTrump The great LouDobbs has a very important new book coming out shortly The Trump Century How Our President Changed th,15707,0,0,2020-07-11,243.22237807432234
The Coronavirus is very much under control in the USA We are in contact with everyone and all relevant countries CDC amp World Health have been working hard and very smart Stock Market starting to look very good to me,26995,138245,0,2020-02-25,422.63161734521185
Today FLOTUS celebrates the two year anniversary of BeBest her initiative dedicated to bringing awareness to issues that impact the lives of children Congratulations and thank you ,13302,58842,0,2020-05-08,303.40391577366506
The Democrats are going to lose a lot of House Seats because of their Fraudulent use of Impeachment Schiff fabricated phone call a crime Democrat Senate Seats will also be put at risk even some that were supposedly safe Look at Louisiana last night North Carolina last week,19451,73634,0,2019-10-13,488.72725093689786
at a conclusion of NO COLLUSION and NO OBSTRUCTION The Dems were unhappy with the outcome of the 40M Mueller Report so now they want a doover,15921,74518,0,2019-05-22,290.9959141742753
RT BernardKerik BREAKING US Officials Have Declassified List Of Obama Officials Who Were Involved In Unmasking General Flynn  The D,13825,0,0,2020-05-12,221.8527758878554
In just 4 days the people of Indiana are going to send Mike braun4indiana to the United States Senate so we can keep MAKING AMERICA GREAT AGAIN Get out and VOTE ,11607,43363,0,2018-11-03,345.1398980608592
                                     ,86108,369278,0,2020-01-11,0.0
RT trueamerica1st realDonaldTrump ,16108,0,1,2018-09-21,115.82225076680767
to information that may have been obtained from opposing lawyers and for giving immunity in a totally incompetent fashion I have directed the Secretary of the Navy Richard Spencer amp Chief of Naval Operations John Richardson to immediately withdraw and rescind the awards,15158,78844,0,2019-08-01,455.77341013786895
RT RNCResearch Rep Nunes on Dems impeachment push This is the sequel to the Russia hoax,5074,0,0,2019-09-28,224.53367848941514
Congressman MarkwayneMullin is a big time MAGA supporter Markwayne has fought hard for Oklahoma Veterans and Military he loves our Farmers and hes Strong on Border Security I give Markwayne my Complete and Total Endorsement,8495,31756,0,2019-12-18,435.8098490577721
RT realDonaldTrump MAKE AMERICA GREAT AGAIN,91236,0,0,2020-06-04,102.55944865766033
RT thebradfordfile WOW President Trump's support among black voters rose 9 points during the GOP convention,14417,0,0,2020-08-30,232.5618586326555
if Mexico produces which I think they will Biggest part of deal with Mexico has not yet been revealed China is similar except they devalue currency amp subsidize companies to lessen effect of 25 Tariffs So far little effect to consumers Companies will relocate to US,10001,50049,0,2019-07-12,504.454732260831
We are here on this beautiful spring day to unveil our plan to create a fair modern amp LAWFUL system of immigration for the US If adopted our plan will transform Americas immigration system into the pride of our Nation and the envy of the modern world ,20814,80224,0,2019-05-17,449.0129168961047
RT BrandonStraka I started WalkAway w no money No political connections No media contacts Only an idea 2 create a movement 2 free ppl,10455,0,0,2020-04-04,254.07736213209668
Trump is doing to China is not lost on the rest of the world Europe has had among the most protectionist policies forever Theyre sitting there and saying gee are we next Maybe you are Weve got to change the rules The US cant defend the world and pay for it,11652,54740,0,2019-09-04,536.8386314653924
I see it each time I go out to Rallies in order to help some of our great Republican candidates VOTERS ARE REALLY ANGRY AT THE VICIOUS AND DESPICABLE WAY DEMOCRATS ARE TREATING BRETT KAVANAUGH He and his wonderful family deserve much better,26592,103846,0,2018-10-03,453.7326130711285
RT montaga While you wasnt paying attention Its Justice Coming and the American Ppl sent Her ,12781,0,0,2020-08-19,199.84586056364554
THANK YOU MAGA KAG ,15196,63180,0,2019-11-19,67.5611291658356
RT GOP MUST WATCH Alice Marie Johnson tells the stories of three of the women whose sentences were commuted by President realDonaldTrum,8136,0,0,2020-02-24,242.18959940235052
Trade Agreement business ChuckGrassley joniernst  debfisher BenSasse Making great progress for our Farmers Approved E15 year round Big additional list to be submitted and approved within two weeks Will be even better for Ethanol and we save our small refineries,5905,22528,0,2019-09-03,462.05991698143686
This is a phony showtrial There is zero due process none It is yet another fraudulent hoax conspiracy theory It is another Witch Hunt This is what the Socialist Doemocrat Party has become Theres not one thing the Democrats have done in the past 3 years except try,13466,53761,0,2019-11-13,509.01698076715275
RT GreggJarrett This entire impeachment process has been the true 'abuse of power' for political gain by the Democrats and especially Nan,7874,0,0,2020-01-24,262.4156124344469
Spreading the fake and totally discredited Dossier is unfortunately a very dark stain against John McCain Ken Starr Former Independent Counsel He had far worse stains than this including thumbs down on repeal and replace after years of campaigning to repeal and replace,26132,97082,0,2019-03-16,415.82312663255465
RT RudyGiuliani Despite the swamp media lying constantly 51 of Americans reject this attempted couprealDonaldTrump is at work every,12009,0,1,2019-12-12,229.85195532063582
Turkey has been planning to attack the Kurds for a long time They have been fighting forever We have no soldiers or Military anywhere near the attack area I am trying to end the ENDLESS WARS Talking to both sides Some want us to send tens of thousands of soldiers to,16711,70472,0,2019-10-10,520.7677005680647
The United States looks forward to welcoming Prime Minister Netanyahu amp Blue amp White Chairman Gantzbe to the WhiteHouse next week Reports about details and timing of our closelyheld peace plan are purely speculative,12361,50901,0,2020-01-24,349.6180400978416
Despite the fact that the Mueller Report should not have been authorized in the first place amp was written as nastily as possible by 13 18 Angry Democrats who were true Trump Haters including highly conflicted Bob Mueller himself the end result is No Collusion No Obstruction,25634,108845,0,2019-04-20,472.54926915412796
I want to thank Secretary of Energy Rick Perry for the outstanding job he has done He will be leaving at the end of the year to pursue other interests Rick was a great Governor of Texas and a great Secretary of Energy,13508,66656,0,2019-10-19,450.7209008345271
RT realDonaldTrump Just confirmed that Abu Bakr alBaghdadis number one replacement has been terminated by American troops Most likely,52046,0,0,2019-10-30,255.68834858712648
RT AbeShinzo  ,91699,0,0,2019-05-25,48.5126851310726
The Impeachment Hoax is interfering with the 2020 Election  But that was the idea behind the Radical Left Do Nothing Dems Scam attack They always knew I did nothing wrong,21152,94893,0,2020-01-24,306.9610362599365
RT LindaSuhler Dear GodThank you for answering our prayersA grateful NationGodBlessAmerica PresidentTrump ElectionDay ,67220,0,0,2020-04-26,241.20398942177593
John Bolton is with the exception of Hillary by far the worst offender of them all ,12794,44874,0,2020-07-23,172.33855706117788
Thank you Honeywell ,17558,79443,0,2020-05-06,48.89714146266714
RT DailyCaller A lifelong Dem voter talks about why he flipped to Trump in 2016Im focused on the economy and on regulation and dereg,6574,0,0,2020-03-06,259.484831362057
RT AnthemRespect Lrihendry NatalieJHarp PlaysTrumpCard ROHLL5 bfraser747 oUSAJEDIo polishprincessh flightcrew IamAllOutOfGum T,7450,0,0,2020-04-12,379.58828710987507
RT MariaBartiromo Navarro Trump's economy is solid as a rock SundayFutures FoxNews,5966,0,0,2019-09-09,204.41663889177167
RT AmbJohnBolton US is proud to be supporting Interim President Guaido amp the democratically elected National Assembly which is courageou,8494,0,0,2019-07-06,266.6174096033707
its own 50 to 70 unit building Would set up better than other alternatives I announced that I would be willing to do it at NO PROFIT or if legally permissible at ZERO COST to the USA But as usual the Hostile Media amp their Democrat Partners went CRAZY,21174,89004,0,2019-10-19,448.946885790341
People have been saying for years that we should talk to Mexico The problem is that Mexico is an abuser of the United States taking but never giving It has been this way for decades Either they stop the invasion of our Country by Drug Dealers Cartels Human Traffickers,24632,116369,0,2019-06-02,531.0721658661894
RT IvankaTrump  Labor force participation of primeage females reached 76 in January matching the highest rate since 03 Wages are,6339,0,0,2019-03-13,227.44054009155553
RT JessicaDitto45 Empowering half the worlds population to flourish in the market economy is the best way to boost growth WGDP ,6667,0,0,2019-10-22,245.8924914159668
Thank you Tennessee  I love you ,15901,73602,0,2018-10-02,80.5372955147755
RT realDonaldTrump Tate Reeves will be a great Governor of Mississippi and what an electric Rally last night Vote for Tate on Tuesday,13433,0,0,2019-11-02,255.31899644946137
Bill Barr did not decline my request to talk about Ukraine The story was a Fake Washington Post con job with an anonymous source that doesnt exist Just read the Transcript The Justice Department already ruled that the call was good We dont have freedom of the press,23977,87219,0,2019-11-07,467.2851067460293
NORTH CAROLINA VOTE FOR DAN BISHOP TODAY WE NEED HIM BADLY IN WASHINGTON,15960,65667,0,2019-09-10,138.3797352299076
RT WhiteHouse President Trump's message to those affected by the tornadoes in the Gulf states We grieve by your side and we pledge our,12205,0,0,2019-03-05,304.8662551699031
So now Comeys admitting he was wrong Wow but hes only doing so because he got caught red handed He was actually caught a long time ago So what are the consequences for his unlawful conduct Could it be years in jail Where are the apologies to me and others Jim,39746,151281,0,2019-12-15,529.9082291473604
Will be in Houston to be with my friend Will be a great day in Texas ,24724,112377,0,2019-09-22,184.97759960130102
Former FBI Director James Comey under fire for his testimony acknowledging he knew that the Democrats paid for that phony Trump Dossier LouDobbs  Details on Tuesday night,20945,81171,0,2018-12-11,286.9251607658866
RT MelissaAFrancis NYGovCuomo is responsible for thousands and thousands of nursing home deaths An estimated one million people have m,16691,0,0,2020-08-18,243.45701924019215
Sessions didnt have a clue ,13366,45687,0,2019-03-09,67.24099188746322
Will be heading to El Paso very soon Big speech on Border Security and much else tonight Tremendous crowd See you later,20718,108020,0,2019-02-11,236.43427212212103
German DAX way up due to stimulus remarks from Mario Draghi Very unfair to the United States,9914,46312,0,2019-06-18,189.75668024257922
As I predicted 16 states led mostly by Open Border Democrats and the Radical Left have filed a lawsuit in of course the 9th Circuit California the state that has wasted billions of dollars on their out of control Fast Train with no hope of completion seems in charge,22124,92395,0,2019-02-19,449.48246189852614
RT RepMattGaetz You have guys that come through here that do this for a livingthey bring groups across they bring drugs acrossSher,13340,0,0,2019-04-20,284.860234655211
RT SenateGOP  Over 7 million new jobs 50year low unemployment Wages continue to riseNo wonder Democrats are struggling to expla,4872,0,0,2020-02-15,245.93367152272552
Hearing word that Russia Syria and to a lesser extent Iran are bombing the hell out of Idlib Province in Syria and indiscriminately killing many innocent civilians The World is watching this butchery What is the purpose what will it get you STOP,23268,92245,0,2019-06-02,519.5116936236799
Kim Jong Un of North Korea proclaims unwavering faith in President Trump Thank you to Chairman Kim We will get it done together,26147,110587,0,2018-09-06,273.8881448969766
RT TomFitton AG William Barr says Russia probe targeting RealDonaldTrump was started 'without basis' Where are the prosections ,15729,0,0,2020-04-10,236.08215502154678
Senator John Cornyn has done an outstanding job for the people of Texas He is strong on Crime the Border the Second Amendment and loves our Military and Vets John has my complete and total endorsement MAKE AMERICA GREAT AGAIN,21104,100987,0,2019-02-22,431.54618325241836
US planning to cut military presence in Iraq  ,15192,73630,0,2020-08-29,91.58362435791598
We love you Dayton Ohio ,24351,107047,0,2019-08-08,69.4416536868825
30 DAYS TO SLOW THE SPREAD ,21944,87563,0,2020-04-02,69.67329019373312
RT JimJordan Its time to figure out what the Comey Cabal did at the start of the fake Russia collusion investigationComey Andy Mc,20383,0,0,2019-04-25,287.3452000857622
that they are trying to pull off in violation of everything that our Country stands for Vote NO to the Pelosi/ Schumer money wasting HOAX which is taking place now Then fight the 51 million unasked for Ballots Only ABSENTEE BALLOTS are acceptable,20406,72013,0,2020-08-22,461.4840779770482
HAPPY THANKSGIVING TO ALL,33877,202283,0,2018-11-22,56.2629895090868
RT BarbaraRedgate Devin NunesWhy is General Flynn Important Because He Was Framed By His Own Government HumanScum DevinNunes Gen,23125,0,0,2020-04-26,256.45409989631025
Only fools or people with a political agenda dont want a Wall or Steel Barrier to protect our Country from Crime Drugs and Human Trafficking It will happen  it always does,32758,149753,0,2019-01-26,307.6222889188247
RT TrumpWarRoom WATCH FranklinGraham says President Trump has done so much for our country His father Billy Graham would be very,7876,0,1,2019-12-27,246.55443459882318
Probably the only thing Barack Obama amp I have in common is that we both had the honor of firing Jim Mattis the worlds most overrated General I asked for his letter of resignation amp felt great about it His nickname was Chaos which I didnt like amp changed to Mad Dog,37748,188462,0,2020-06-04,458.8904563453679
RT TwitterMoments I think it was unquestionably a success for the United States because the President protected defended American inter,6801,0,0,2020-06-23,227.7521214892387
The Collusion Delusion is OVER ,17785,64293,0,2019-05-02,82.20326161982672
You know whos at fault for this more than anyone else Comey because he leaked information and laundered it through a professor at Columbia Law School Shame on that professor and shame on Comey He snuck the information to a law professor who collaborated with him in,21065,82077,0,2018-09-12,507.07803326605585
If it werent for the never ending Fake News about me and with all that I have done more than any other President in the first 2 1/2 years I would be leading the Partners of the LameStream Media by 20 points Sorry but true,14226,70450,0,2019-09-11,464.6362047282327
Look forward to this ,9193,51320,0,2020-04-19,59.55021532285163
RT drawandstrike ADDENDUMThis is 100 correctCHIEF JUSTICE ROBERTS HIMSELF OPENED UP THE DOOR FOR THIS WITH THAT DACA RULING JUST L,11356,0,0,2020-08-08,289.91109524308547
would order a new trial Im not so sure about Judge Jackson I dont know Judgenap Andrew Napolitano foxandfriends,10718,44298,0,2020-02-18,241.41670147298512
RT marklevinshow 1 Nancy Pelosi was apparently advised by leftwing Harvard law professor Lawrence Tribe to delay sending the impeachment,26131,0,1,2019-12-19,246.26864761992178
