"text","retweet_count","favorite_count","is_retweet","date"
"RT GOPChairwoman Together we will win this war against coronavirus  This has been a week of national action and of great national sol",5506,0,"0",2020-03-22
"The Constitutional Crisis is the Democrats refusing to work Let them start by fixing the mess that their Immigration Laws have caused at the Southern Border",17525,63777,"0",2019-05-12
"RT KimStrassel Impeachment is meant to be a big deal but Democrats and the media have accomplished the disturbing feat of turning it int",11052,0,"1",2019-11-16
"on all Trump or Trump related matters While elections have consequences I only ask for fairness especially when it comes to decisions made by the United States Supreme Court",14024,59593,"0",2020-02-25
"Great job just in time ",13376,62999,"0",2019-10-01
"While Pennsylvania is BOOMING I dont want there to be even a little glitch in Coatesville  every job counts I want Lockhead to BOOM along with it",13124,68223,"0",2019-06-15
"PROMISES MADE PROMISES KEPT ",15786,58749,"0",2019-09-07
"The suburban housewife will be voting for me They want safety amp are thrilled that I ended the long running program where low income housing would invade their neighborhood Biden would reinstall it in a bigger form with Corey Booker in charge foxandfriends MariaBartiromo",28322,124635,"0",2020-08-12
"The Paycheck Protection Program is now available CARESActSmall Business Guidance amp Loan Resources ",13390,45848,"0",2020-04-04
"RT WhiteHouse President realDonaldTrump is en route to Kennedy Space Center to view the planned NASA and SpaceX rocket launch ",9742,0,"0",2020-05-30
"I love Canada but theyve taken advantage of our Country for many years",17383,85115,"0",2018-09-01
"This is so true ",10606,44602,"0",2020-02-09
"Unlike others our economy is strong ",11219,46893,"0",2019-08-15
"The harsh and unfair treatment of Judge Brett Kavanaugh is having an incredible upward impact on voters The PEOPLE get it far better than the politicians Most importantly this great life cannot be ruined by mean amp despicable Democrats and totally uncorroborated allegations",34356,139389,"0",2018-10-04
"RT SenRonJohnson In response to the violence that played out over the weekend in cities across the country ",2511,0,"0",2020-06-05
"RT realDonaldTrump The Russia Bounty story is just another made up by Fake News tale that is told only to damage me and the Republican Pa",29784,0,"0",2020-07-01
"He knew the questions and still couldnt answer them Lamestream Media being laughed at all over the world ",15363,53001,"0",2020-07-01
"RT rwwgop Congress has only itself to blame for this messThe post office is meant to be selfsufficient but it hasnt broken even f",7940,0,"0",2020-08-15
"RT BernardKerik tedwheeler Portland is your responsibility not President realDonaldTrumps You have allowed BLM and Antifa militan",14872,0,"0",2020-08-30
"So Great ",21941,103930,"0",2020-02-02
"RT TommyHicksGOP For years China has engaged in unfair trade practices While the USChina relationship is important realDonaldTrump i",4368,0,"0",2019-05-11
"What a disgraceful legal system for this guy to still be around after all of these years A vicious killer who destroyed so many great people amp families ",11927,42510,"0",2019-10-11
"Just spoke to Governor HenryMcMaster of South Carolina regarding Hurricane Dorian I informed Henry that we are monitoring South Carolina and stand by ready to assist Be safe everyone we are totally with you",8422,42343,"0",2019-09-06
"I will be signing our 738 Billion Dollar Defense Spending Bill today It will include 12 weeks  Paid Parental Leave gives our troops a raise importantly creates the SPACE FORCE SOUTHERN BORDER WALL FUNDING repeals Cadillac Tax on Health Plans raises smoking age to 21 BIG",34859,174305,"0",2019-12-20
"Promises Kept for our GREAT Veterans ",11049,45782,"0",2018-09-22
"Terrible shootings in ElPaso Texas Reports are very bad many killed Working with State and Local authorities and Law Enforcement Spoke to Governor to pledge total support of Federal Government God be with you all",25010,117721,"0",2019-08-03
"RT TomFitton FISA Fraud of Historic Proportions And DOJ is Complaining About realDonaldTrump's Tweets Remarkable",8199,0,"0",2020-02-19
"Democrats must change the Loophole amp Asylum Laws  but they probably wont They want Open Borders which means massive crime and drugs ",19622,57856,"0",2019-07-06
"A fantastic evening in Cape Girardeau Missouri Josh HawleyMO will be a tireless champion for YOU He is great on jobs great on tax cuts and tough on crime He shares your values and he will always support our Military Vets and Police Get out tomorrow and VOTE for Josh ",11798,46028,"0",2018-11-06
"Spoke to Governor GavinNewsom early this morning about the cruise ship quarantined off the California Coast CoronaVirus test kits have been delivered testing is taking place now ",13078,52003,"0",2020-03-06
"RT RNCResearch Rep Turner calls out Adam Schiff for just making up fiction conversation",5553,0,"0",2019-09-28
"chance theyve had their kangaroo court theyve had their circus for weeks and months There just isnt anything there and theres no way Im voting for Impeachment for somebody who hasnt committed any impeachable offenses IngrahamAngle",12010,45588,"0",2019-12-17
"RT WhiteHouse USTradeRep Lighthizer on today's trade announcement It has 3 partsagriculture industrial tariffs and digital trade ",8871,0,"0",2019-08-25
"RT DanScavino realDonaldTrump stops by for an impromptu photo with local school kids in Ireland who were hoping to catch a glimpse of",10110,0,"0",2019-06-15
"RT Varneyco STU It's crunch time The angry left has taken over the TheDemocrats party and the socialists have taken over the preside",3926,0,"0",2019-11-05
"And the Trump family didnt ask the Federal government for money to carry this and many other very expensive to carry properties ",17801,80589,"0",2020-06-11
"RT MSNBC President Trump and First Lady Melania Trump view memorial crosses for the 23 people killed in the Alabama tornadoes ",10464,0,"0",2019-03-09
"As usual the Fed did NOTHING It is incredible that they can speak without knowing or asking what I am doing which will be announced shortly We have a very strong dollar and a very weak Fed I will work brilliantly with both and the US will do great",16184,70561,"0",2019-08-23
"RT 53rdWRS Weve made it back home to Keesler Air Force Base Mississippi Heres a few photos from hurricane Dorian  ReserveCi",6777,0,"0",2019-09-01
"Just finished dinner in Bedminster New Jersey with Governor Phil Murphy GovMurphy and his wonderful wife Tammy Talked about many things including the opening of the beautiful Garden State getting people back to work and",14227,76169,"0",2020-06-13
"RT SenRickScott The House Democrats just spent a month confirming that realDonaldTrump did nothing wrong and that this impeachment circu",7192,0,"1",2019-12-19
"RT HHSGov If you're ordered to evacuate ahead of HurricaneFlorence  Take only essential items  Turn off the gas electricity an",2938,0,"1",2018-09-14
"Iran has long been secretly enriching in total violation of the terrible 150 Billion Dollar deal made by John Kerry and the Obama Administration Remember that deal was to expire in a short number of years Sanctions will soon be increased substantially",17892,70603,"0",2019-07-10
"RT JesseBWatters IF The Ukrainian President was bribed by President realdonaldtrump He didnt know he was being bribed he didnt say h",12222,0,"0",2019-11-14
"Rep Adam Schiff illegally made up a FAKE amp terrible statement pretended it to be mine as the most important part of my call to the Ukrainian President and read it aloud to Congress and the American people It bore NO relationship to what I said on the call Arrest for Treason",33034,122107,"0",2019-09-30
"RT RepAndyBiggsAZ Republicans are working day and night to expose the truth behind the Democrats radical partisan vindictive efforts t",5508,0,"1",2019-12-08
"RT marklevinshow Its amazing how hospitable the moderators are to the Democrat Partys leftwing agenda  Thus far absolutely no serious",7031,0,"0",2020-03-17
"Gregg Jarrett Muellers prosecutors knew the Dossier was the product of bias and deception It was a Fake just like so much news coverage in our Country Nothing but a Witch Hunt from beginning to end",29088,118676,"0",2019-01-18
"RT realDonaldTrump Since imposing a very powerful 10 year prison sentence on those that Vandalize Monuments Statues etc with many peop",53511,0,"0",2020-06-29
"Congratulations to Boris Johnson on becoming the new Prime Minister of the United Kingdom He will be great",31388,162859,"0",2019-07-23
"Why arent the Democrats in the House calling Comey Brennan Clapper Page and her FBI lover whose invaluable phone records were illegally deleted Crooked Hillary Podesta Ohr and Nellie the GPS Fusion characters Christopher Steele the DNC amp their missing server",20340,83401,"0",2019-06-27
"RT JimInhofe Proud AmericanAir announced they're bringing more than 400 jobs to Tulsa As a pilot myself I know how vital maintenance t",2785,0,"0",2019-08-31
"RT GOP On behalf of the entire American peoplethank you all for the contributions your culture and traditions have made to my beloved",7399,0,"0",2020-02-25
"Schiff and the Dems have created this whole thing they reverse engineer it Theyve been vowing to impeach for three years Why should we listen to them Why should we want to  greggutfeld FoxNews",16747,63727,"0",2019-11-12
"Biden would be Chinas Dream Candidate because there would be no more Tariffs no more demands that China stop stealing our IP things would go back to the old days with Americas manufacturers amp workers getting shafted He has Zero Credibility IngrahamAngle  So true",16730,66179,"0",2019-06-13
"Thank you to Senator Rob Portman and Senator Cory Gardner for the early and warm endorsement We will ALL WIN in 2020 together",22517,117290,"0",2019-02-02
"a foreign power engaged in clandestine intelligence activities and yet they still asked for the renewal two more times and it gave the right for the government to rifle through the Trump campaigns files amp Emails Text messages So how bad amp illegal is that FoxNews",10589,36760,"0",2020-01-24
"A group of RINO Republicans who failed badly 12 years ago then again 8 years ago and then got BADLY beaten by me a political first timer 4 years ago have copied no imagination the concept of an ad from Ronald Reagan Morning in America doing everything possible to",22318,93302,"0",2020-05-05
"Iran wanted me to lift the sanctions imposed on them in order to meet I said of course NO",18978,89595,"0",2019-09-27
"Thank you James ",26209,123939,"0",2020-03-28
"RT RitaKatz 5As I said yesterday all but confirmed that AQAP leader Qassim alRimi was killed in a US drone strike AQAP although",4391,0,"0",2020-02-01
"Very sadly Murder cases in Mexico in 2018 rose 33 from 2017 to 33341 This is a big contributor to the Humanitarian Crisis taking place on our Southern Border and then spreading throughout our Country Worse even than Afghanistan Much caused by DRUGS Wall is being built",21744,90701,"0",2019-01-31
"We hold that legislative prayer is government speech not open to attack via those channels Third Circuit Court of Appeals Lou thats why this next Election is so important the soul of America They want to take religion out of American lives Thank God for judges like",18772,80850,"0",2019-09-01
"HAPPY MEMORIAL DAY",38628,268741,"0",2020-05-25
"but now we are moving forward like never before We are winning again and we are respected again",13675,72087,"0",2019-08-31
"In America if you hate our Country you are free to leave The simple fact of the matter is the four Congresswomen think that America is wicked in its origins they think that America is even more wicked now that we are all racist and evil Theyre entitled to their",36752,176022,"0",2019-07-17
"NASDAQ HAD ITS 23RD RECORD CLOSE OF THE YEAR OTHER EXCHANGES ARE FOLLOWING CLOSELY BEHIND TREMENDOUS POTENTIAL REMAINING BIG MONTHS UPCOMING NEXT YEAR DEPENDING ON AN ELECTION WIN WILL BE ONE OF THE BEST EVER LouDobbs",28968,128064,"0",2020-07-03
"RT DavidJHarrisJr A storm is coming",18936,0,"0",2020-05-03
"Much smaller crowd in DC than anticipated National Guard Secret Service and DC Police have been doing a fantastic job Thank you",46916,283863,"0",2020-06-06
"RT realDonaldTrump Sean Parnell is an American Hero Conor Lamb has proven to be an American fraud and a puppet for Crazy Nancy Pelosi",16363,0,"0",2020-05-28
"Does the socalled Senior Administration Official really exist or is it just the Failing New York Times with another phony source If the GUTLESS anonymous person does indeed exist the Times must for National Security purposes turn him/her over to government at once",31916,120458,"0",2018-09-06
"Great news American families will now be able to buy safer more affordable and environmentally friendly cars with our new SAFE VEHICLES RULE Get rid of those old unsafe clunkers Build better and safer American cars and create American jobs Buy American",33228,189148,"0",2020-04-01
"Collusion was a Hoax from day one dbongino  foxandfriends",13978,64946,"0",2019-04-06
"RT ScottGottliebMD This is a critical milestone Two therapeutic antibodies are now in the clinic with more on the way These drugs can b",6278,0,"0",2020-06-12
"Today I authorized the lowering of the flags to halfstaff at all Federal Government buildings in honor of the victims of the tragedies in El Paso Texas and Dayton Ohio",24328,151594,"0",2019-08-04
"Emmet Flood who came to the White House to help me with the Mueller Report will be leaving service on June 14th He has done an outstanding job  NO COLLUSION  NO OBSTRUCTION Case Closed Emmet is my friend and I thank him for the GREAT JOB he has done",15197,76770,"0",2019-06-01
"What do I know about branding maybe nothing but I did become President but if I were Boeing I would FIX the Boeing 737 MAX add some additional great features amp REBRAND the plane with a new nameNo product has suffered like this one But again what the hell do I know",21765,123097,"0",2019-04-15
"LOUISIANA Early voting is underway until Saturday its time to get out and VOTE to REPLACE Radical Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor EddieRispone GeauxVotePOLL FINDER ",10622,38104,"0",2019-11-07
"The United States has been losing for many years 600 to 800 Billion Dollars a year on Trade With China we lose 500 Billion Dollars Sorry were not going to be doing that anymore",28353,121524,"0",2019-05-06
"Todays shooting in El Paso Texas was not only tragic it was an act of cowardice I know that I stand with everyone in this Country to condemn todays hateful act There are no reasons or excuses that will ever justify killing innocent people",29459,173596,"0",2019-08-03
"RT parscale Joe Biden is a train wreck on illegal immigration and would harm national securityHed have ZERO deportations for the firs",18147,0,"0",2020-03-16
"RT NickAdamsinUSA America can NEVER become a socialist nationI am incredibly excited for the next big DineshDSouza movie to be releas",8745,0,"0",2020-06-13
"So important for our Country that the very simple and basic Are you a Citizen of the United States question be allowed to be asked in the 2020 Census Department of Commerce and the Department of Justice are working very hard on this even on the 4th of July",22365,99722,"0",2019-07-04
"This will supersede USMCA Likewise I am looking at an economic penalty for the 500 Billion Dollars in illegal DRUGS that are shipped and smuggled through Mexico and across our Southern Border Over 10000 Americans die each year sooo many families destroyed",15641,65932,"0",2019-04-05
"Buy the book and give Liz some Great Reviews OANN ",10220,40380,"0",2020-03-24
"RT DanScavino ",6831,0,"0",2020-02-19
"RT BuckSexton Remember if you dont social distance youre literally killing people Thats what they told us The experts",14715,0,"0",2020-06-03
"Looking for China to open their Markets not only to Financial Services which they are now doing but also to our Manufacturing Farmers and other US businesses and industries Without this a deal would be unacceptable",15779,73305,"0",2019-01-31
"A Very Stable Genius Thank you",15071,77394,"0",2019-09-14
"RT SecAzar Thanks to US leadership under POTUS vaccines amp therapeutics are saving lives and helping those affected by the Ebola outbre",5719,0,"0",2019-10-05
"Congressman Bill Posey is a tremendous fighter for the Great State of Florida He is a big supporter of our MAGA Agenda  Strong on Crime the Second Amendment and Loves our Veterans and Law Enforcement Bill has my Complete and Total Endorsement",14748,67883,"0",2020-04-24
"RT realDonaldTrump LouieGohmertTX1 is a Fantastic Republican from the Great State of Texas He fully supports our MAGA and KAG Agenda",15422,0,"0",2020-03-03
"RT TomFitton Never in American history has there been such a spy effort against a candidate RealDonaldTrump and abuse of power targeti",14380,0,"0",2019-05-18
"HIV Is Cured In 2nd Patient Doctors Report nytimes  Such great news for so many Tremendous progress being made",27956,119170,"0",2019-03-05
"If Nancy Pelosi thinks that Walls are immoral why isnt she requesting that we take down all of the existing Walls between the US and Mexico even the new ones just built in San Diego at their very strong urging Let millions of unchecked strangers just flow into the US",29631,128855,"0",2019-01-22
"RT skbsara Joe Biden will leave his comfy patio with hanging plants for a photoshoot yet wont travel to the Democratic Convention amp ac",8632,0,"0",2020-08-19
"He didnt want Bolton anywhere near him Boltons dumbest of all statements set us back very badly with North Korea even now I asked him what the hell were you thinking He had no answer and just apologized That was early on I should have fired him right then amp there",13849,59446,"0",2020-06-18
"Stock Market up big New and Historic Record Job jobs jobs",21321,109320,"0",2019-11-15
"RT charliekirk11 One week ago today Democrats blocked a GOPled increase in funding for small businessesToday that funding ran out",17204,0,"0",2020-04-18
"True ",5386,19854,"0",2019-12-12
"And we caught them and their illegal activities ",22295,78961,"0",2020-05-10
"Incomes much higher under Trump than Bush Obama foxandfriends And almost everything else is better also except I am driving the Deep State and the Radical Left Do Nothing Democrats CRAZY",14736,58259,"0",2019-10-07
"Mainstream Media which has lost all credibility has either officially or unofficially become a part of the Radical Left Democrat Party It is a sick partnership so pathetic to watch They even covered a tiny staged crowd as they greeted Foul Mouthed Omar in Minnesota a",1529,5858,"0",2019-07-19
"RT KerryPicket So when 2A activists legally open carry in VA or Mich it's a natl story that every governor across the country knows abo",9390,0,"0",2020-06-12
"RT VicToensing Let me get this straight GenFlynn was broke from legal fees and FBI threatened to prosecute his son if he did not plead",26902,0,"0",2020-05-28
"Wow The Deputy Editor of the Failing New York Times was just demoted Should have been Fired Totally biased and inaccurate reporting The paper is a Fraud Zero Credibility Fake News takes another hit but this time a big one",17517,71305,"0",2019-08-15
"RT CarmineSabia It is hilarious to see Speaker Pelosi so Classless and Broken They know 2020 is gone Who is their hero Pete Buttigieg",9691,0,"0",2020-02-05
"RT GoArmyWestPoint Flyover  Hat Toss  CelebrationGoArmy  USMA2020  WithVisionWeLead ",12072,0,"0",2020-06-13
"RT GOPChairwoman Comeys FBI sent undercover agents to spy on realDonaldTrumps campaignIts a stunning revelation of the lengths the",14982,0,"0",2019-05-05
"RT WhiteHouse LIVE Press Briefing with Coronavirus Task Force ",5763,0,"0",2020-04-10
"RT SenTomCotton Thank you to all the law enforcement officers in Arkansas and across the country who put their lives on the line every da",3766,0,"0",2020-01-10
"overturned 90 in the United States Supreme Court Doing same thing to people now Will all of the substantial amp many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report Will the people that worked for the Clinton",15173,58913,"0",2018-12-07
"I am far better on HealthCare than the Democrats ",9940,41513,"0",2020-01-01
"THANK YOU NORTH CAROLINA KAG2020 ",10401,48968,"0",2020-03-04
"The Chinese say about Trumps Trade War amp Tariffs he brought us to the table This is the most prosperous economy the world has ever seen and its going to be a very prosperous economy Jamie Dimon on 60Minutes  Thank you President Trump amp the Republican Party",13655,51929,"0",2019-11-11
"RT realDonaldTrump I AM DRAINING THE SWAMP ",80268,0,"0",2019-09-28
"RT LoganDobson An obviously true statement that will nevertheless drive people on the internet insane Zuckerberg says private compani",9057,0,"0",2020-05-28
"fashioned but true When you dont need or want money you dont need or want banks Banks have always been available to me they want to make money Fake Media only says this to disparage and always uses unnamed sources because their sources dont even exist",5585,21903,"0",2019-05-20
"RT DonaldJTrumpJr Good times with seanhannity last night talking Adam FullOfSchiffSchiff is basically the Jussie Smollett of Congres",15821,0,"0",2019-10-03
"Tom Tiffany TomTiffanyWI is a Great Advocate for the incredible people of Wisconsin WI07 We need Tom in Congress to help us Make America Great Again He will Fight for Small Business supports our Incredible Farmers Loves our Military and our Vets",13602,56012,"0",2020-05-01
"RT DailyCaller Joe Bidens town hall with Hillary Clinton got off to a fantastic start ",5038,0,"0",2020-04-29
"Give Up TrumpHaters",21479,73244,"0",2019-04-06
"But if a fair deal is able to be made with China one that does all of the many things we know must be finally done I will happily sign Let the negotiations begin MAKE AMERICA GREAT AGAIN",13058,59933,"0",2018-12-04
"RT TechnoFog SidneyPowell1 KerriKupecDOJ Lisa Page lied to the DOJ about her edits to the Flynn 302Page didn't recall whether she",11242,0,"0",2019-10-29
"RT OrlandoWeekly Florida county denies library subscriptions to the New York Times because it's 'fake news'",7870,0,"0",2019-11-06
"RT realDonaldTrump you would get it by building or even buying You always wanted to show losses for tax purposesalmost all real",16812,0,"0",2019-05-08
"RT GOPLeader If countless businesses can figure out how to operate safely then it's past time that Pelosi and Democrats in Congress do t",9406,0,"0",2020-06-30
"RT nypost Ted Cruz says Trump has 'authority' to investigate corruption in Ukraine ",4937,0,"1",2019-12-08
"RT WhiteHouse LIVE President realDonaldTrump holds a news conference ",13156,0,"0",2020-03-14
"Apple will not be given Tariff waiver or relief for Mac Pro parts that are made in China Make them in the USA no Tariffs",23706,108357,"0",2019-07-26
"RT NancyJKoch Franklin Graham calls for prayer to 'change hearts' of Democrats  A call to pray for our Nation and its healingrealDon",6905,0,"0",2019-10-03
"Madison is a star who loves the USA and his Great State North Carolina Will fight for Military Vets 2nd Amendment Lower Taxes amp Regulations He is a winner who has my Complete amp Total Endorsement ",8347,32147,"0",2020-08-02
"The Caravans are made up of some very tough fighters and people Fought back hard and viciously against Mexico at Northern Border before breaking through Mexican soldiers hurt were unable or unwilling to stop Caravan Should stop them before they reach our Border but wont",19498,71923,"0",2018-10-31
"Word is that Mini Mike Bloomberg performed so poorly in the two debates that he is thinking about dropping out of the Democrat Primary The fact is he was not true to himself and the public was able to quickly figure him out Not a good experience for Mini Mike",18055,95240,"0",2020-02-28
"Did you hear the latest con job President Obama is now trying to take credit for the Economic Boom taking place under the Trump Administration He had the WEAKEST recovery since the Great Depression despite Zero Fed Rate amp MASSIVE quantitative easing NOW best jobs numbers",45394,195190,"0",2020-02-18
"Welcome back to Earth AstroChristina and congratulations on breaking the female record for the longest stay in space Youre inspiring young women and making the USA proud Enjoyed speaking with you and AstroJessica on the first allfemale spacewalk IN HISTORY last year",17590,94853,"0",2020-02-07
"Will be interviewed on seanhannity tonight at 900 PM Enjoy",15628,92226,"0",2020-06-18
"RT robertjeffress During our 152year history in downtown Dallas Presidents Woodrow Wilson Gerald Ford amp George H W Bush have worship",9915,0,"0",2020-04-11
"RT USCGLosAngeles BREAKING NEWS  The Coast Guard has launched multiple rescue assets along with assets from local agencies to assist mor",4230,0,"0",2019-09-02
"RT GOP The Transition to Greatness has BEGUN as the stock market continues to SURGE",3547,0,"0",2020-06-09
"So much of the Lamestream Media is writing and broadcasting stories with facts that are made up and knowingly wrong They are doing it by quoting unnamed sources that simply do not exist These are very dangerous amp corrupt people who will do anything to win NAME YOUR SOURCES",44740,200619,"0",2020-03-28
"RT WhiteHouse President realDonaldTrump has signed the LEGION Act allowing the AmericanLegion to extend benefits to 6 million addition",11543,0,"0",2019-08-11
"Economy is BOOMING Seems set to have yet another record day",21554,113612,"0",2019-11-12
"RT GOPLeader Before Chairman Adam Schiff gets a chance to make up another phone call between Presidents Trump and Zelensky DevinNunes j",20046,0,"1",2019-11-16
"Will be having a News Conference from our beautiful White House at 500 PM Many things to discuss Thank you",19994,100657,"0",2020-03-22
"This is the real corruption that the Fake News Media refuses to even acknowledge ",36830,101753,"0",2019-09-24
"and advanced aircraft anywhere in the World Perhaps even Air Force One will do a low amp loud sprint over the crowd That will start at 600PM but be there early Then at 900 PM a great to put it mildly fireworks display I will speak on behalf of our great Country",20353,120084,"0",2019-07-04
"Congratulations to Prime Minister Abe of Japan for hosting such a fantastic and well run G20 There wasnt a thing that was missing or a mistake that was made PERFECT The people of Japan must be very proud of their Prime Minister",20592,100894,"0",2019-07-01
"NASDAQ UP 722 SINCE OUR GREAT 2016 ELECTION VICTORY DOW UP 558 The best is yet to come",20173,90411,"0",2019-12-24
"The California Fire Fighters FEMA and  First Responders are amazing and very brave Thank you and God Bless you all",22229,123755,"0",2018-11-12
"The Fake Corrupt News Media said they had a leak into polling done by my campaign which by the way and despite the phony and never ending Witch Hunt are the best numbers WE have ever had They reported Fake numbers that they made up amp dont even exist WE WILL WIN AGAIN",7970,29588,"0",2019-06-12
"MAKE AMERICA GREAT AGAIN",90932,550910,"0",2020-07-19
"Bus investments are in the works for the people of Nebraska Im sending 136M from USDOT in federal infrastructure funds for improvements to bus service in Omaha Great news",7667,37203,"0",2020-08-13
"Never in the history of our Country has the press been more dishonest than it is today Stories that should be good are bad Stories that should be bad are horrible Many stories like with the REAL story on Russia Clinton amp the DNC seldom get reported Too bad",37948,143340,"0",2018-12-15
"RT RogerMarshallMD A total and complete circus Just petty politicians trying to undo realDonaldTrump's victoryNow if only the ringl",5602,0,"0",2019-11-09
"In 3 1/2 years Ive done much more for our Black population than Joe Biden has done in 43 years Actually he set them back big time with his Crime Bill which he doesnt even remember Ive done more for Black Americans in fact than any President in US history with",51465,235939,"0",2020-06-03
"I will always protect our great warfighters Ive got your backs",29911,159898,"0",2019-11-26
"Massive MAGARallytonight in Indiana thank you Everyone get out and ",12492,47833,"0",2018-11-03
"THEY SPIED ON MY CAMPAIGN We will never forget",32513,137701,"0",2019-04-15
"PeteHegseth  Oh bye the way I appreciate the message from former President Bush but where was he during Impeachment calling for putting partisanship aside foxandfriends  He was nowhere to be found in speaking up against the greatest Hoax in American history",29866,122922,"0",2020-05-03
"Thank you ",15860,75201,"0",2019-12-18
"RT RichLowry Even if you are partisan Democrat even if you are alarmed by developments in Fla Tx and Az even if you oppose reopening",9048,0,"0",2020-07-16
"RT MikeTokes We are outside the Trump rally in Las Vegas There are THOUSANDS of conservatives here and the line extends all the way arou",8222,0,"1",2018-09-22
"RT NIH COVID19 is an emerging rapidly evolving situation Learn about the basics like symptoms amp what to do if you are sick and see th",3181,0,"0",2020-03-18
"We have a booming economy and working people are making gains that they havent seen in decades  Stuart Varney foxandfriends",13671,61937,"0",2019-05-20
"The Do Nothing Democrats are a disgrace ",19513,72222,"0",2019-12-09
"Looks like a lot of people already heading to SALUTE TO AMERICA at Lincoln Memorial It will be well worth the trip and wait See you there at 600 PM Amazing music and bands Thank you ARMY",23865,138215,"0",2019-07-05
"RT RepLaHood The announced agreement on USMCA is great news I applaud realDonaldTrump amp USTradeRep for negotiating a strong agreement",3934,0,"1",2019-12-11
"Todays action will help ensure that all Americans learn the truth about the events that occurred and the actions that were taken during the last Presidential election and will restore confidence in our public institutions PressSec",26964,113564,"0",2019-05-24
"RT JennaEllisEsq The Dems are desperately searching for grounds of impeachment and they have LOST They have NOTHINGBut they ARE afrai",5015,0,"1",2019-12-08
"It is very hard and expensive to live in New York Governor Andrew Cuomo uses his Attorney General as a bludgeoning tool for his own purposes They sue on everything always in search of a crime I even got sued on a Foundation which took Zero rent amp expenses amp gave away",19767,91791,"0",2019-07-01
"RT SexCounseling How apropos that the Witch is behind the Witch Hunt",11368,0,"0",2020-04-21
"The Whistleblowers lawyer is a big Democrat The Whistleblower has ties to one of my DEMOCRAT OPPONENTS Why does the ICIG allow this scam to continue",11210,45349,"0",2019-10-09
"So cute Her father is under siege for no reason since his first day in office ",15888,91784,"0",2019-09-26
"Not a single American citizen has been charged with anything related to Russian Collusion not one person TuckerCarlson  It was all an illegal Witch Hunt",18271,74123,"0",2019-10-26
"Why would Nancy Pelosi leave the Country with other Democrats on a seven day excursion when 800000 great people are not getting paid Also could somebody please explain to Nancy amp her big donors in wine country that people working on farms grapes will have easy access in",28125,110106,"0",2019-01-18
"Great being with the National Champion Clemson Tigers last night at the White House Because of the Shutdown I served them massive amounts of Fast Food I paid over 1000 hamburgers etc Within one hour it was all gone Great guys and big eaters",28283,165428,"0",2019-01-15
"RT fema As Hurricane Michael nears land take shelter amp stay safeFollow weather updates on your phone or radio In a tornado WARN",4417,0,"1",2018-10-10
"RT TeamTrump The Democrat Party can't accept the fact that in the US we have what's called a 'peaceful transition of power'They nev",12449,0,"1",2019-12-14
"RT JudgeJeanine I caught up with Sen Ted Cruz on Capitol Hill  check out our interview below ",7887,0,"0",2020-01-26
"RT mscrosswi dbongino Nowhere have I heard the firefighters were supporting Joe Biden The leadership of the firefighters union on the",2434,0,"0",2019-05-01
"Our massive testing capability rather than being praised is used by the Lamestream Media and their partner the Do Nothing Radical Left Democrats as a point of scorn This testing and what we have so quickly done is used as a Fake News weapon Sad",19347,86567,"0",2020-07-31
"One my way to New Mexico  see you all shortly at the StarCenter KAG2020 ",3874,13786,"0",2019-09-17
"As you know earlier today there was a horrific shooting targeting and killing Jewish Americans at the Tree of Life Synagogue in Pittsburgh Pennsylvania The shooter is in custody and federal authorities have been dispatched to support state and local police ",14824,59427,"0",2018-10-27
"The Phony Witch Hunt continues but Mueller and his gang of Angry Dems are only looking at one side not the other Wait until it comes out how horribly amp viciously they are treating people ruining lives for them refusing to lie Mueller is a conflicted prosecutor gone rogue",25750,93537,"0",2018-11-27
"My Administration is fighting hard to end the Opioid Crisis Join with us by disposing unused or expired prescription medications at over 4000 locations across this great Country Find a location TOMORROW October 26th from 10am2pm at TakeBackDay ",13863,52515,"0",2019-10-26
"RT DanHenninger Nancy Pelosi saw this summer that Adam Schiffs Take Down Trump Show might be more trouble than it was worth for Democrat",4510,0,"1",2019-12-07
"RT GOPChairwoman Since the mainstream media doesnt cover the booming realDonaldTrump economy enoughWage growth just hit 34  the",19653,0,"0",2019-03-09
"Christmas Eve briefing with my team working on North Korea  Progress being made Looking forward to my next summit with Chairman Kim ",17566,88627,"0",2018-12-25
"Great heroes ",589,1970,"0",2019-04-12
"RT cvpayne All three major equity indices finished higher and at new alltime highs all while there are 360 billion in tariffs current o",8986,0,"0",2019-11-09
"I am proud to announce the Portland Areas trimet will receive over 184M in federal funds to support continued operations of their transit system This will keep workers on the job and help the economic recovery by ensuring reliable transportation",11961,57224,"0",2020-05-19
"The story in the New York Times regarding Jim Webb being considered as the next Secretary of Defense is FAKE NEWS Im sure he is a fine man but I dont know Jim and never met him Patrick Shanahan who is Acting Secretary of Defense is doing a great job",23265,105257,"0",2019-01-05
"All thats swirling around us now is Impeachment We talk about it day and night its whats on the news there is NOTHING that has turned up that is Impeachable Our founding fathers set impeachment to be extremely rare We need to get good stuff done Let the people vote",20321,89800,"0",2019-09-29
"RT BuckSexton Simply mind boggling that here we are heading into year 4 of the Trump presidency in a time of tremendous American econom",12752,0,"1",2019-11-24
"RT realDonaldTrump THANK YOU MAGA ",30098,0,"0",2020-01-18
