"text","retweet_count","favorite_count","is_retweet","date"
"RT Thaun84 realDailyWire If Trump is tied with Biden it probably actually means he is 10 points ahead",4083,0,"0",2020-04-10
"RT W7VOA View of the line outside Las Vegas Convention Center of those waiting to get into the realDonaldTrump MAGA rally Photos sent",9021,0,"1",2018-09-22
"RT GovParsonMO Get the latest CDC guidance on mass gatherings and large community events or head to the Missouri",2454,0,"0",2020-03-18
"Great Book ",8901,36725,"0",2019-10-26
"RT SenJohnThune Many small biz who only a few weeks ago were having one of their best years ever are now struggling to keep their doors",2335,0,"0",2020-03-20
"RT rkylesmith Hey NYGovCuomo did Donald Trump make you keep  schools open as long as you did Did Trump make you keep the subways open w",8379,0,"0",2020-08-18
"RT stellaimmanuel Covid has cure America wake up  ",13311,0,"0",2020-07-28
"COVID19 UPDATE ",13544,53325,"0",2020-03-14
"Under my Administration Medicare Advantage premiums next year will be their lowest in the last 13 years We are providing GREAT healthcare to our Seniors We cannot let the radical socialists take that away through Medicare for All",16236,60078,"0",2019-10-05
"RT WhiteHouse LIVE Press Briefing with Coronavirus Task Force ",8434,0,"0",2020-04-11
"Rep Alexandria OcasioCortez is correct the VA is not broken it is doing great But that is only because of the Trump Administration We got Veterans Choice amp Accountability passed President Trump deserves a lot of credit Dan Caldwell Concerned Veterans of America",21382,98230,"0",2019-04-24
"RT realDonaldTrump Wishing all a safe and blessed Easter Sunday I will be tuning into Pastor robertjeffress at ",13886,0,"0",2020-04-12
"RT LAGOP There were two VERY different events in Monroe todayGeauxVote FireJBE LAgov LeadRight KAG MAGA StopTheCoup TeamTrum",7301,0,"0",2019-11-07
"hundreds of Iranian protesters He was already attacking our Embassy and preparing for additional hits in other locations Iran has been nothing but problems for many years Let this serve as a WARNING that if Iran strikes any Americans or American assets we have",41184,193662,"0",2020-01-04
"Based on the things Ive seen the Democrats have no case or a weak case at best I dont think there are or will be well founded articles of Impeachment here Robert Wray respected former prosecutor It is a phony scam by the Do Nothing Dems foxandfriends",15724,66011,"0",2019-11-06
"marcthiessen  Voters say the Democrats are trying to take away their votes Pelosi was right the first time Impeachment has backfired thoroughly on the Democrats How can you Impeach the President for going to the courts",12968,53347,"0",2019-12-18
"Mark Levin speaking one week after I took office This was always a planned COUP and the Radical Left Democrats will suffer at the polls in 2020 ",25333,79180,"0",2019-11-19
"RT GOPLeader Dozens of Democrat Representatives are getting paid for NOT working They are staying home skipping votes and still collec",14039,0,"0",2020-06-30
"So what the hell has happened to FoxNews Only I know Chris Wallace and others should be on Fake News CNN or MSDNC Hows Shep Smith doing Watch this will be the beginning of the end for Fox just like the other two which are dying in the ratings Social Media is great",17652,63405,"0",2020-01-28
"RT realDonaldTrump Breaking News The President of Ukraine has just again announced that President Trump has done nothing wrong with resp",32811,0,"1",2019-12-03
"RT NWSSanAntonio  Satellite imagery this morning of now Category 5 Hurricane Dorian approaching the Abaco Islands in the northern Baham",7302,0,"0",2019-09-01
"I am pleased to inform the American Public that Acting Secretary Chad Wolf will be nominated to be the Secretary of Homeland Security Chad has done an outstanding job and we greatly appreciate his service",25660,133029,"0",2020-08-25
"RT paulsperry BREAKING FBI Director Wray is initiating FISAreform training but only at FBI field offices  even though the illegal FI",9602,0,"0",2020-02-11
"RT WhiteHouse Thanks to our major advances in treatment we've seen vast improvements in recovery rates across all age groups   The",5594,0,"0",2020-08-05
"Without a Wall there cannot be safety and security at the Border or for the USA BUILD THE WALL AND CRIME WILL FALL",32710,152754,"0",2019-01-24
"RT conniew195111 DrJoeDobrowski gregprice11 JohnParshon chucktodd CBSHerridge CBSNews capitalsntg nicklaroberts Catherine Herri",4244,0,"0",2020-05-11
"Heading to Florida for big Republican Party event New Stock Market Record Jobs in USA at alltime high",20704,114011,"0",2020-01-18
"RT WhiteHouse As one American family we grieve with those who have suffered the loss of loved ones ",6950,0,"0",2020-04-28
"Today I was thrilled to host the WWP Soldier Ride once again at the WhiteHouse We were all deeply honored to be in the presence of TRUE AMERICAN HEROES",15761,70122,"0",2019-04-19
"Unrelated I gave Alaska ANWR major highways and more Get any candidate ready good or bad I dont care Im endorsing If you have a pulse Im with you",18272,81081,"0",2020-06-05
"RT BBCBreaking Prime Minister Boris Johnson has been moved out of intensive care but remains in hospital Downing Street says ",9210,0,"0",2020-04-10
"and ruined The Federal Government must again seek the Death Penalty in a doover of that chapter of the original trial Our Country cannot let the appellate decision stand Also it is ridiculous that this process is taking so long",18097,87297,"0",2020-08-02
"RT TeamTrump President realDonaldTrump In the years ahead America will go bigger bolder further faster and America will go first",7621,0,"0",2020-05-30
"RT RepAndyBiggsAZ  Mic drop from RepRatcliffe amp Jonathan Turley  RATCLIFFE So if I were to summarize your testimony  no bribery",12964,0,"1",2019-12-05
"Thank you Will never let you down ",21579,91527,"0",2020-08-18
"This is really an incredible time for our Nation  WE are RESPECTED AGAIN ",15582,69554,"0",2018-10-03
"Thank you to Congressman Ben Cline4Virginia for the Great remarks this morning on the illegitimate Impeachment Hoax He understands the Do Nothing Democrats very well Also and as usual RepAndyBiggsAZ was fantastic",8604,33596,"0",2019-12-02
"I meet and talk to foreign governments every day I just met with the Queen of England UK the Prince of Whales the PM of the United Kingdom the PM of Ireland the President of France and the President of Poland We talked about Everything Should I immediately",3463,12720,"0",2019-06-13
"White House news conference at 530 PM Eastern Thank you",12417,86909,"0",2020-04-08
"RT ErinMPerrine EVERGREEN gt Any reporter or outlet using half of a quote and refusing to use appropriate context is doing so maliciously",9723,0,"0",2020-04-19
"Few people have ever fought as strongly for Iowa as Senator JoniErnst A combat Veteran her service to Iowa and our Country is remarkable Joni is Strong on Crime our Military Vets Low Taxes and will protect your 2A at all times",11877,49218,"0",2020-06-12
"RT RudyGiuliani 82 of Americans would see their taxes go up under the Joe Biden tax plan",20506,0,"0",2020-08-14
"The LameStream Media which is The Enemy of the People is working overtime with made up stories in order to drive dissension and distrust",13019,50107,"0",2019-11-07
"RT GOPChairwoman The only value Hunter Biden brought to the table was access to his father thenVP Joe BidenDemocrats and the media d",9740,0,"0",2019-10-23
"We have become a far greater Economic Power than ever before and we are using that power for WORLD PEACE",27397,122233,"0",2019-10-13
"RT paulsperry BREAKING In spite of the FBI terminating Steele as an FBI informant for misconduct in 2016 his FBI handler Michael Gaeta",6444,0,"0",2020-05-12
"RT fema Stay safe and shelter away from windows on the lowest floor thats not subject to flooding If you get trapped in a flooded build",3463,0,"1",2018-09-14
"RT DiamondandSilk DiamondandSilk on LouDobbs talking about who's really playing the Race Card ",12480,0,"0",2019-08-13
"RT FinancialCmte BREAKING President RealDonaldTrump just signed legislation to support Americas SmallBiz with additional PPPLoans",6336,0,"0",2020-04-25
"The Democrats would save many lives if they would change our broken and very DANGEROUS Immigration Laws It can be done instantly",15717,67626,"0",2019-06-27
"RT TeamTrump Brad Parscale with kilmeade today There is no Democrat that can compete with realDonaldTrump and this economy ",6312,0,"0",2020-01-23
"This ridiculous Impeachment is a travesty its not an inquiry Just read the transcript LouDobbs",18385,85046,"0",2019-11-13
"So nice how well my State of the Union speech was received Thank you to all",29137,206246,"0",2019-02-08
"HolocaustMemorialDay",15555,68994,"0",2019-01-27
"RT realDonaldTrump Nervous Nancy Pelosi is doing everything possible to destroy the Republican Party Our Polls show that it is going to",33611,0,"0",2019-10-30
"100 Republican Vote Thats what people are talking about The Republicans are united like never before",34310,205184,"0",2019-12-19
"RT DonaldJTrumpJr Now Schiff is talking about Republicans misleading the SenateAfter spending 3 years as the leader of the Russia col",16851,0,"0",2020-01-22
"Wow Hunter Biden is being forced to leave a Chinese Company Now watch the Fake News wrap their greasy and very protective arms around him Only softball questions of him please",24566,98214,"0",2019-10-14
"RT MelissaAFrancis NYGovCuomo is responsible for thousands and thousands of nursing home deaths An estimated one million people have m",16691,0,"0",2020-08-18
"RT ScottBepler dbongino 24 years plus firefighter hereamp theres no chance Biden is my choice NoMoJoe  Actually no one on the left ha",6013,0,"0",2019-05-01
"RT RepMarkMeadows There's a reason why Adam Schiff released cherrypicked text messages and not the transcript of the Volker interview I",24819,0,"0",2019-10-05
"North Carolina Governor Cooper Vetoed a Bill that would have required Sheriffs to cooperate with Ice This is a terrible decision for the great people of North Carolina He should reverse his decision and get back to the basics of fighting crime",21059,77622,"0",2019-08-24
"Two incredible people I cant believe theyre not working few work harder ",8808,59020,"0",2019-08-20
"FoxNews is at it again So different from what they used to be during the 2016 Primaries amp before  Proud Warriors Now new Fox Polls which have always been terrible to me they had me losing BIG to Crooked Hillary have me down to Sleepy Joe Even considering",16885,86462,"0",2019-07-26
"China wants Sleepy Joe sooo badly They want all of those billions of dollars that they have been paying to the US back and much more Joe is an easy mark their DREAM CANDIDATE ",34270,121495,"0",2020-04-18
"RT summervilleguy greta ",3986,0,"0",2019-08-15
"Bob Mueller was a great HERO to the Radical Left Democrats Now that the Mueller Report is finished with a finding of NO COLLUSION amp NO OBSTRUCTION based on a review of Report by our highly respected AG the Dems are going around saying Bob who sorry dont know the man",22223,86678,"0",2019-04-29
"RT WhiteHouse Economic security is national security That's the principle at work as President realDonaldTrump helps our veterans tra",8202,0,"0",2019-03-09
"Was just informed that the Fake News from the Thursday White House Press Conference had me speaking amp asking questions of Dr Deborah Birx Wrong I was speaking to our Laboratory expert not Deborah about sunlight etc amp the CoronaVirus The Lamestream Media is corrupt amp sick",42115,193361,"0",2020-04-25
"Congressman BrettGuthrie fights for the Commonwealth of Kentucky A West Point graduate he is Strong on Jobs Reducing Taxes and our Great Military and Vets Brett has my Complete and Total Endorsement KY02 ",8100,31130,"0",2020-06-20
"Daniel Cameron who just won the AG race in the Great Commonwealth of Kentucky is a young and very talented political star You will be hearing much from Cameron in the years to come",12932,58212,"0",2019-11-23
"Thank you ",10181,50474,"0",2020-05-03
"The studentathletes have been working too hard for their season to be cancelled WeWantToPlay ",34481,139706,"0",2020-08-11
"Now with our new deal Mexico is doing more for the USA on Illegal Immigration than the Democrats In fact the Democrats are doing NOTHING they want Open Borderswhich means Illigal Immigration Drugs and Crime",18295,72455,"0",2019-06-10
"I would like to thank John Rood for his service to our Country and wish him well in his future endeavors ",7654,33221,"0",2020-02-19
"RT JimJordan Mark Meadows is smart loyal and a true patriot Hes a good man and my best friendCouldnt have picked anyone better f",18355,0,"0",2020-03-07
"RT RNCResearch National Border Patrol Council VP President Trump cares about and understands problems on the border",6579,0,"0",2019-09-28
"RT WhiteHouse President realDonaldTrump is at FEMA headquarters speaking via teleconference with America's Governors on preparation m",7843,0,"0",2020-03-20
"The Lamestream Media refuses to talk about our Countrys record setting Jobs Numbers which are indicating GREATNESS and soon",27735,126890,"0",2020-06-08
"No Contest Steve blows him away So important for Montana Ill be there to help Steve win big ",7763,32284,"0",2020-06-05
"It is being reported that Leakin' James Comey was told by Department of Justice attorneys not to answer the most important questions Total bias and corruption at the highest levels of previous Administration Force him to answer the questions under oath",28696,105887,"0",2018-12-08
"RT kayleighmcenany We are a qualified opportunity fund thanks to President realDonaldTrumpWe need 4 more years because we need the",5313,0,"0",2020-02-26
"Former National Security Adviser for President Obama said President Trump was absolutely correct in taking out terroristist leader Soleimani Thank you General Jones",25186,130900,"0",2020-01-15
"I hope the House and Senate Democrats in particular watch this It is a classic Thank you to JudgeJeanine Pirro ",27803,93213,"0",2020-01-11
"The socalled Supreme Leader of Iran who has not been so Supreme lately had some nasty things to say about the United States and Europe Their economy is crashing and their people are suffering He should be very careful with his words",35677,178037,"0",2020-01-18
"To Impeach a President who has proven through results including producing perhaps the strongest economy in our countrys history to have one of the most successful presidencies ever and most importantly who has done NOTHING wrong is sheer Political Madness 2020Election",28255,110275,"0",2019-12-10
"RT narrowp CLewandowski I love this president",3482,0,"0",2019-08-17
"An amazing guy Burgess is what we need in Washington tough and smart ",8885,37557,"0",2020-07-04
"Thank you Emily ",7721,37360,"0",2020-05-20
"Important White House News Conference at 530 sharp today Very good news",36238,181049,"0",2020-08-23
"RT RepDougCollins RepSteveChabot It would seemsince Schiff for example misled the American people on multiple occasionscommon sen",7374,0,"1",2019-12-05
"RT realDonaldTrump ",32702,0,"0",2020-06-29
"A 9th Circuit Judge just ruled that Mexico is too dangerous for migrants So unfair to the US OUT OF CONTROL ",21208,69348,"0",2019-04-09
"So where are all the missing Text messages between fired FBI agents Peter S and the lovely Lisa Page his lover Just reported that they have been erased and wiped clean What an outrage as the totally compromised and conflicted Witch Hunt moves ever so slowly forward Want them",25939,101296,"0",2018-12-16
"RT OrzechEd dbongino Im a firefighter and im NOT voting for Joe",2540,0,"0",2019-05-01
"RT AdrianaCohen16 Ignore the SoCalled Experts They Keep Getting It Wrong  foxbusiness Trump Economy KAG",7242,0,"1",2019-12-28
"Presidential Harassment",19563,91835,"0",2019-09-19
"Why does the a Lamestream Fake News Media REFUSE to say that China Virus deaths are down 39 and that we now have the lowest Fatality Mortality Rate in the World They just cant stand that we are doing so well for our Country",369,1158,"0",2020-07-07
"RT RandPaul I stand with realDonaldTrump Lets bring our troops home Time to leave the endless wars in the Middle East",14728,0,"0",2020-02-07
"A very biased journalist ",10026,42485,"0",2020-04-05
"CNN should move Fredo back to the morning slot He was rewarded for bad ratings with a much better time slot  and again got really bad ratings Getting totally trounced by FoxNews Give him another shot in the morning  He would easily beat Morning Joes poorly rated show",14836,64729,"0",2020-07-03
"RT TeamTrump Team Trump Communications Director TimMurtaugh on how important the PaycheckProtectionProgram is for American Small Busine",3836,0,"0",2020-04-10
"Intel chief releases info on unmasking of Flynn to Capitol Hill via politico",16676,54395,"0",2020-05-14
"Bootedgeedge Buttigieg is doing pretty well tonight Giving Crazy Bernie a run for his money Very interesting",15537,92462,"0",2020-02-12
"RT WhiteHouse LIVE President realDonaldTrump holds a press conference ",8922,0,"0",2020-07-15
"Yesterday I spoke with the great American Grocers and Supply Chain Executives We are confident that supply will continue to meet demand nationwide These beacons of our community will remain open for you no matter what We are working hard to remove any barriers to that effort",25405,120293,"0",2020-03-17
"RT SenJohnKennedy Congress could pass clean coronavirus relief bills    if Speaker Pelosi would agree to it Right now though Dem",6460,0,"0",2020-04-18
"RT TeamMitch Enjoy our new ad DefeatTheMobFund the fight ",10701,0,"0",2020-07-02
"I hope Republicans amp the American people realize that the totally partisan Impeachment Hoax is exacty that a Hoax Read the Transcripts listen to what the President amp Foreign Minister of Ukraine said No Pressure Nothing will ever satisfy the Do Nothing Radical Left Dems",26401,121894,"0",2020-02-03
"RT RSBNetwork President realDonaldTrump absolutely packs the house at JQH Arena in Springfield MO TrumpRally RedWave ",16514,0,"1",2018-09-22
"I will totally protect your Medicare amp Social Security",27979,164383,"0",2020-03-18
"RT realDonaldTrump ",15247,0,"0",2020-05-20
"RT TimMurtaugh realDonaldTrump is 100 correct that Joe Biden would defund the police The media is bending over backwards to let Joe B",9360,0,"0",2020-07-18
"In addition to stopping all payments to these countries which seem to have almost no control over their population I must in the strongest of terms ask Mexico to stop this onslaught  and if unable to do so I will call up the US Military and CLOSE OUR SOUTHERN BORDER",39817,150942,"0",2018-10-18
"I am pleased to announce that Heather Nauert Spokeswoman for the United States Department of State will be nominated to serve as United Nations Ambassador I want to congratulate Heather and thank Ambassador Nikki Haley for her great service to our Country",15855,76719,"0",2018-12-07
"RT DanScavino ",11292,0,"0",2019-10-03
"RT LindseyGrahamSC This is going to be a consequential election for the future of the United States We're faced with a very clear choice",5768,0,"0",2020-06-28
"Any fair minded person watching the Senate trial today would be able to see how unfairly I have been treated and that this is indeed the totally partisan Impeachment Hoax that EVERYBODY including the Democrats truly knows it is This should never be allowed to happen again",30507,136729,"0",2020-01-25
"NO COLLUSION NO OBSTRUCTION NO NOTHING What the Democrats are trying to do is the biggest sin in the impeachment business David Rivkin Constitutional Scholar Meantime the Dems are getting nothing done in Congress They are frozen stiff Get back to work much to do",21647,89683,"0",2019-06-02
"came from and in far safer conditions No matter how good things actually look even if perfect the Democrat visitors will act shocked amp aghast at how terrible things are Just Pols If they really want to fix them change the Immigration Laws and Loopholes So easy to do",18603,93035,"0",2019-07-04
"RT TheFirstonTV  EliseStefanik goes headtohead with a reporter and shuts her accusations down ",16368,0,"0",2020-01-28
"RT GOP The Radical Left wants open borders  Its time to let them know just how WRONG they are  Take the Official Survey NOW",9537,0,"0",2020-07-18
"Anthony Scaramucci who was quickly terminated 11 days from a position that he was totally incapable of handling now seems to do nothing but television as the all time expert on President Trump Like many other socalled television experts he knows very little about me",22781,119372,"0",2019-08-10
"Consideration is being given to declaring ANTIFA the gutless Radical Left Wack Jobs who go around hitting only nonfighters people over the heads with baseball bats a major Organization of Terror along with MS13 amp others Would make it easier for police to do their job",40851,148702,"0",2019-07-27
"RT BreitbartNews They are like that one girlfriend you had that's just an idiot that believes every lie some guy tells her at a bar ht",12147,0,"0",2020-06-20
"More and more the Radical Left is using Commerce to hurt their Enemy They put out the name of a store brand or company and ask their socalled followers not to do business there They dont care who gets hurt but also dont understand that two can play that game",17869,68984,"0",2019-07-10
"RT DLoesch There is something to be said for being good at both retail politics and expressing genuine enjoyment when greeting folks",12742,0,"0",2020-01-28
"RT AZachParkinson The SampP 500 has returned more than 50 since Trump was elected more than double the 23 average market return of pres",6902,0,"1",2019-12-27
"Today I officially updated my budget to include 18 million for our GREAT SpecialOlympics whose athletes inspire us and make our Nation so PROUD",15676,79133,"0",2019-05-14
"RT IvankaTrump WGDP is proud to work w/ USAID to advance womens economic empowerment Thank you USAIDMarkGreen for your commitment to",4533,0,"0",2019-07-13
"Victor Davis Hanson was a very good and interesting guest of Mark Levin on FoxNews He wrote a highly touted book called The Second World Wars and a new book will soon be coming out called The Case For Trump Recommend both marklevinshow",14504,61137,"0",2018-11-25
"RT TeamTrump President realDonaldTrump We are going to build the greatest economy in the world AGAIN ",12551,0,"0",2020-05-05
"Nobody fights harder for Montana than SteveDaines Steve is a close friend of mine a STRONG Conservative and a tremendous supporter of our MAGA Agenda He is strong on Crime amp Borders GREAT for our Military amp Vets amp will protect your 2A Steve has my Complete Endorsement",10852,41419,"0",2020-02-29
"America Created 196000 Jobs in March Beating Expectations for 170000 ",11845,48581,"0",2019-04-05
"The Fake News Washington Post and even more Fake News New York Times are writing stories that there is infighting with respect to my strong policy in the Middle East There is no infighting whatsoever",22963,105550,"0",2019-05-16
"Today it was my honor to welcome the Amir of Kuwait to the WhiteHouse ",12204,49881,"0",2018-09-06
"Thank you very much to Ken Langone for being a great American and for your wonderful comments on TeamCavuto",9513,54266,"0",2020-03-29
"RT senatemajldr The American people are strong The American people will win this fight against the coronavirusThe Senates job is to",5154,0,"0",2020-03-20
"Thank you to JR Majewski a great Air Force Veteran and Trump Supporter who did a beautiful job of turning his lawn into a giant Trump Sign Thanks also to your fantastic Ohio neighbors We are making record progress on JOBS etc Big Silent Majority foxandfriends",21525,91038,"0",2020-07-12
"RT CBSHerridge FLYNN docs just unsealed including handwritten notes 1/24/2017 day of Flynn FBI interview  Transcript What is our go",30762,0,"0",2020-04-30
"RT PressSec FIVE INDISPUTABLE FACTS1 No evidence of wrongdoing by POTUS 2 Ukraine said there was no pressure3 Lethal aid to Ukrai",10174,0,"1",2019-12-10
"Mexico is sadly experiencing very big CoronaVirus problems and now California get this doesnt want people coming over the Southern Border A Classic They are sooo lucky that I am their President Border is very tight and the Wall is rapidly being built",57481,272450,"0",2020-05-04
"RT GeraldoRivera Ifas VP tells me on our radio interview this morningthe worst is behind us amp entire epidemic will be largely behind",5920,0,"0",2020-04-24
"Voter Scam ",16923,47575,"0",2020-08-15
"followed and then it was withdrawn The Democrats argument for impeachment has not gotten stronger over the last few weeks As Senator Josh Hawley just said hes going to enter a Motion to Dismiss the Impeachment Trial because its never actually been brought to trial",1941,7013,"0",2020-01-03
"RT LindaSuhler Dear GodThank you for answering our prayersA grateful NationGodBlessAmerica PresidentTrump ElectionDay ",67220,0,"0",2020-04-26
"Now AP estimates that the real Cuomo number of people killed because of his total incompetence is 11000 not the 6000 that was originally thought",38149,122823,"0",2020-08-18
"Portland which is out of control should finally after almost 3 months bring in the National Guard The Mayor and Governor are putting peoples lives at risk They will be held responsible The Guard is ready to act immediately The Courthouse is secured by Homeland",29812,115821,"0",2020-08-10
"THANK YOU MISSISSIPPI KAG2020 ",10222,47545,"0",2020-03-11
"RT NHCAtlantic Hurricane force winds are expected to extend well inland over portions of the Florida Panhandle and portions of southeast",2983,0,"1",2018-10-10
"RT JimJordan Where is Christopher Wray",16573,0,"0",2020-05-20
"RT realDonaldTrump ",30715,0,"0",2020-06-29
"Thank you for joining us tonight in Tennessee TheLeeGreenwood GOD BLESS THE USA ",23545,85935,"0",2018-11-04
"Mini Mike Bloombergs debate performance tonight was perhaps the worst in the history of debates and there have been some really bad ones He was stumbling bumbling and grossly incompetent If this doesnt knock him out of the race nothing will Not so easy to do what I did",25215,136352,"0",2020-02-20
"RT Scavino45 ",9730,0,"0",2020-04-20
"It was my great honor to be back in South Carolina tonight with thousands of hardworking American Patriots who believe in Faith Family God and Country Thank you for a beautiful evening KAG2020 ",16726,65736,"0",2020-02-29
"Despite the large Caravans that WERE forming and heading to our Country people have not been able to get through our newly built Walls makeshift Walls amp Fences or Border Patrol Officers amp Military They are now staying in Mexico or going back to their original countries",20287,93608,"0",2018-12-11
"Congresswoman Kay GrangerCampaign has worked hard for Texas and been a strong supporter of our MAGA Agenda Shes strong on 2A and Securing our Border and is 100 prolife Kay has my Complete and Total Endorsement ",8662,29561,"0",2020-03-03
"We have today informed the countries of Honduras Guatemala and El Salvador that if they allow their citizens or others to journey through their borders and up to the United States with the intention of entering our country illegally all payments made to them will STOP END",36164,134998,"0",2018-10-17
"Even whether its dumb warmongers like John Bolton social pretenders like Bob Woodward who never has anything good to say or an unstable niece who was now rightfully shunned scorned and mocked her entire life and never even liked by her own very kind amp caring grandfather",10348,48229,"0",2020-08-29
"RT LizRNC PromisesMadePromisesKept ",6492,0,"0",2020-08-15
"The Democrats will probably submit a Bill being cute as always which gives everything away but gives NOTHING to Border Security namely the Wall You see without the Wall there can be no Border Security  the Tech stuff is just by comparison meaningless bells amp whistles",22897,99239,"0",2019-01-01
"Robert Johnson knows business amp politics He also understands lowest African American Unemployment in US history ",11429,42449,"0",2019-11-30
"I mean come on The Democrats are doing focus groups to try and figure out what words to use to move the needle The Democrats know this is political and theyre just trying to drag Trumps name into the mud Lisa Booth foxandfriends Thank you Lisa",18953,71804,"0",2019-11-16
"in 3 separate locations creating another 450 jobs I have been working nicely with GM to get this done Thank you to Mary B your GREAT Governor and Senator Rob Portman With all the car companies coming back and much more THE USA IS BOOMING",18751,98402,"0",2019-05-08
"want that to be an impeachable offense Good luck with that JesseBWatters FoxNews",10634,42923,"0",2019-11-12
"RT KatiePavlich Very excited to announce the newest addition to townhallcom Townhall  VIP Find out more and use promo code Katie f",6191,0,"0",2020-02-05
"RT TeamTrump While we're Creating Jobs and Killing Terrorists the Democrat Party has gone completely insane  President realDonaldTr",23251,0,"0",2019-11-02
"RT ROHLL5 realDonaldTrump Winning KAG2020Why the long faces msnbc  You got it right this time Good news for America/A",6889,0,"1",2019-12-28
"RT PattiLy79084071 usminority This film is AMAZING  Youve got tremendous courage",2612,0,"0",2019-07-14
"A socalled reporter named JohnJHarwood who bombed so badly in the 2016 Presidential Debates that I thought he was going to be immediately fired a Mini Mike type performance is now with Fake News CNN A total loser",13060,59154,"0",2020-02-29
"RT paulsperry Obamatrained Indivisible astroturfers  fake protesters posing as constituents or as CNN pretends voters  were b",7438,0,"0",2019-10-05
"Everyone very excited about the new deal with Mexico",20616,118450,"0",2019-06-08
"Congressman PeteStauber fights for the hardworking people of Northeastern Minnesota A former professional hockey player Pete knows how to win He stands for Law Enforcement Small Business and our Vets Pete has my Complete and Total Endorsement MN08 ",6965,25728,"0",2020-08-11
"Border is eventually going to be militarized and defended or the United States as we have known it is going to cease to existAnd Americans will not go gentle into that good night Patrick Buchanan  The great people of our Country demand proper Border Security NOW",33180,132485,"0",2019-01-13
"RT TeamTrump President realDonaldTrump In Bidens policy manifesto written with socialist Bernie Sanders Biden pledges to OUTLAW Ameri",9028,0,"0",2020-08-21
"New York MailIn voting is in a disastrous state of condition Votes from many weeks ago are missing  a total mess They have no idea what is going on Rigged Election I told you so Same thing would happen but on massive scale with USA Fake News refuses to report",39599,118943,"0",2020-07-30
"RT JesseBWatters President realDonaldTrump has taken a sledgehammer to the ruiling class and the ruling class is fighting back hard and",10903,0,"0",2019-09-26
"RT paulsperry BREAKING New daily cases of COVID19 in both US and NY have peaked and trendline now rolling over",5734,0,"0",2020-04-18
"BIG DEMAND Starting up again soon maybe next week ",27910,101973,"0",2020-06-09
"RT JudicialWatch Judicial Watch announced it received 756 pages of newly uncovered emails that were among the materials former Secretary",17250,0,"0",2019-04-18
"Some really big Court wins on the Border lately",12154,61721,"0",2019-09-12
"RT JimJordan They did it againThis afternoon at 445 Democrats said Republicans must submit amendments to their ridiculous impeachme",30576,0,"1",2019-12-12
"3 months and if I waited 3 years they would do their usual hit pieces anyway They are sick with hatred and dishonesty They are truly deranged They dont mention Sleepy Joes poor work ethic  or all of the time Obama spent on the golf course often flying to",16751,83063,"0",2020-05-25
"People are not happy that players are not standing for our National Anthem",47053,307752,"0",2020-08-04
"RT WhiteHouse President realDonaldTrump spoke with executives from Americas fast food companies to discuss the important role that driv",6532,0,"0",2020-03-18
"The BidenSanders unity plan takes a sledgehammer to charter schools punishing students for their zip codes No one will be SAFE in Joe Bidens America",22566,86164,"0",2020-07-15
"RT WhiteHouse While Democrats go on with their impeachment sham President realDonaldTrump will continue working for the American people",9335,0,"0",2019-11-02
"So make all Member Countries pay not just the United States ",14140,52176,"0",2019-10-09
"I have done more for farmers and ranchers than any President in history and it has been my honor in doing so ",15460,68866,"0",2020-05-01
"Trying to STEAL two big elections in Florida We are watching closely",31297,120239,"0",2018-11-10
"White House news conference today at 545 PM Eastern Thank you",16754,128237,"0",2020-04-15
"Great new book out by realKTMcFarland Revolution Trump Washington and We the People Get your copy today ",13444,52565,"0",2020-04-18
"Meanwhile the Dayton Ohio shooter had a history of supporting political figures like Bernie Sanders Elizabeth Warren and ANTIFA OANN  I hope other news outlets will report this as opposed to Fake News Thank you",31976,107191,"0",2019-08-07
"RT paulsperry BREAKING Dana Boente was the hiranking DOJ official held over from the Obama admin who signed off on the nowinvalid 3rd",10172,0,"0",2020-02-11
"RT realDonaldTrump I am the only person who can fight for the safety of our troops amp bring them home from the ridiculous amp costly Endless",38705,0,"0",2019-10-17
"RT GOPChairwoman Our economy is on fire Jobs are up unemployment is at record lows and wages are still rising But Democrats would",14258,0,"0",2019-04-09
"The Never Trumper Republicans though on respirators with not many left are in certain ways worse and more dangerous for our Country than the Do Nothing Democrats Watch out for them they are human scum",28445,104341,"0",2019-10-24
"RT EricTrump You truly are and its why America loves and appreciates you",18165,0,"0",2020-07-01
"RT realDonaldTrump REMEMBER FLORIDA I have been President of the United States for almost two years During that time Senator Bill Nelso",21963,0,"1",2018-11-06
"RT LouDobbs Rejected Neocon Failing NYTimes Deep State's Last Desperate Act After POTUS Attorneys Destroy Radical Dems Schiff and Pel",8449,0,"0",2020-01-27
"RT GOPLeader President realDonaldTrump's SocialMediaSummit was a very important event Conservatives will NOT be silenced and American",9627,0,"0",2019-07-12
"MAKE AMERICA GREAT AGAIN",34608,159734,"0",2019-01-18
"Great new book out today by DineshDSouza  get your copy today ",17100,63566,"0",2020-06-03
"Getting ready to leave for one of my favorite places the Florida Panhandle where weve given and are giving billions of  for the devastation caused by Hurricane Michael Even though the Dems are totally in our way they dont want money to go there were getting it done",16497,77179,"0",2019-05-09
"RT realDonaldTrump Great Republican Geary Higgins has my complete and total Endorsement for Virginia Senate 13th District He is strong",14932,0,"0",2019-11-05
