text,retweet_count,favorite_count,is_retweet,date,score
An absolute disgrace ,11150,36600,0,2020-02-26,10.796453
A disgrace Total corruption ,31073,74451,0,2020-05-24,9.739626
These were the people that trashed Seattle years ago Whos paying for these people I was appalled that 13 of Joe Bidens staff were donating money to bail people out in Minneapolis They should have stayed in jail until this is over and beyond newtgingrich foxandfriends,42371,151327,0,2020-06-01,10.220288
RT realDonaldTrump ,25447,0,1,2019-12-20,11.0756445
RT realDonaldTrump The Fake News is showing old footage of people climbing over our Ocean Area Fence This is what it really looks like ,51826,0,1,2018-11-24,10.334424
RT StewardshipAmer realDonaldTrump All citizens including black Americans should be supporting President realDonaldTrump because he,6877,0,0,2020-01-10,10.4013
RT OliverMcGee Retweet if you see IlhanMN GETS A PASS By The Media says TuckerCarlsonMedia ignores Ilhan Omar's Tax Fraud with som,25747,0,0,2019-08-09,10.207689
RT SenatorTimScott The facts are clear House Democrats aren't interested in removing POTUS now because they know they can't they're i,10700,0,0,2020-01-25,10.429708
RT RepVernonJones ,6309,0,0,2020-07-25,10.381011
RT JimJordan Why wont Democrats focus on helping the country instead of attacking the President with this unfair and partisan process,10852,0,0,2019-10-12,10.844026
RT WhiteHouse LIVE Press Briefing with Coronavirus Task Force ,8800,0,0,2020-04-19,10.299895
RT SenTomCotton Progressive activists in New York have pushed for this criminal leniency at the expense of innocent victims In New York,8974,0,0,2020-01-11,10.780013
Congressman Scott DesJarlais tndesjarlais has been a tremendous advocate for Tennessee One of my earliest supporters he fights for our Military Vets Law Enforcement and the Second Amendment Scott has my Complete and Total Endorsement TN04 ,9704,35378,0,2020-08-06,10.390531
I thought I was doing something very good for our Country by using Trump National Doral in Miami for hosting the G7 Leaders It is big grand on hundreds of acres next to MIAMI INTERNATIONAL AIRPORT has tremendous ballrooms amp meeting rooms and each delegation would have,20981,89566,0,2019-10-19,10.352136
RT JimJordan Congratulations to MarkMeadowsMark is a dedicated public servant He'll do a great job for President Trump and our co,11925,0,0,2020-03-31,9.580629
RT TeamTrump Ivanka Trump America doesnt need another empty vessel who will do whatever the media and the fringe of his party demands,9581,0,0,2020-08-29,10.281326
Everybody is asking how the phony and fraudulent investigation of the No Collusion No Obstruction Trump Campaign began We need to know for future generations to understand This Hoax should never be allowed to happen to another President or Administration again,40327,172571,0,2019-03-31,9.963209
RT SpaceX Liftoff ,244057,0,0,2020-06-02,9.561539
RT FLOTUS Today we remember the brave actions of our troops and those of our allies during WWI Honored to be spending this day honoring,18627,0,1,2018-11-11,10.569281
I work from early in the morning until late at night havent left the White House in many months except to launch Hospital Ship Comfort in order to take care of Trade Deals Military Rebuilding etc and then I read a phony story in the failing nytimes about my work,3611,14772,0,2020-04-26,10.1383705
Supposedly according to the Corrupt Media the Ukraine call concerned todays Never Trumper witness Was he on the same call that I was Cant be possible Please ask him to read the Transcript of the call Witch Hunt,20603,81872,0,2019-10-29,10.939076
RT paulsperry DEVELOPING A few months after Steele in November 2016 was abruptly terminated as an FBI informant his partner at Orbis,5919,0,0,2020-05-12,9.678465
RT RandPaul Democrats cooked up two articles of impeachment to accomplish their goal and even attempt to prevent future ballot access Th,8379,0,0,2020-02-07,10.376283
RT GrassleyPress By working together and doing our part our country will get through COVID19 Keep your distance from others Work,2049,0,0,2020-03-20,10.829605
Will be interviewed by SteveHiltonx on FoxNews 900 PM Sunday Night Enjoy,15432,72275,0,2020-08-22,9.853799
So sorry to hear about the terrible accident involving our GREAT West Point Cadets We mourn the loss of life and pray for the injured God Bless them ALL,18800,102551,0,2019-06-06,10.171893
RT TrumpWarRoom Joe Biden Covid has taken this year just since the outbreak has taken more than 100 year look here's the lives it,20039,0,0,2020-09-01,9.324153
RT Scavino45 WOW SOOO SAD Shifty Schiff cuts off EliseStefanik for wanting to enter the actual transcript of the July 25th call betwe,10976,0,0,2019-11-14,10.190478
498M is on its way to DallasLoveField Airport to aid in economic recovery This Federal funding will support aviation in the Dallas area amp keep aviation workers on the job amp commerce moving at one of our important medium hub airports Proud to support our friends in Dallas,10654,47169,0,2020-05-23,10.36131
RT AlexandreKrausz Disturbing video taken in Shenzhen just across the boarder with HongKong Something extraordinarily bad is about hap,48739,0,0,2019-08-14,9.702195
Thank you foxandfriends Great show,7714,50074,0,2019-03-08,10.724786
RT TheTrumpTrain realDonaldTrump STAND FOR THE NATIONAL ANTHEM ,9557,0,1,2018-09-10,9.322796
I know Ronny well He will NEVER let you down Solid as a rock Ronny has my Complete and Total Endorsement TX13 MAGA ,10710,40851,0,2020-06-07,9.723484
We will be forced to close the Southern Border entirely if the Obstructionist Democrats do not give us the money to finish the Wall amp also change the ridiculous immigration laws that our Country is saddled with Hard to believe there was a Congress amp President who would approve,36280,156425,0,2018-12-28,10.232794
RT realDonaldTrump GOD BLESS THE USA ,35716,0,0,2019-05-29,10.314613
PROSECUTORIAL MISCONDUCT,29419,145161,0,2020-07-09,9.596554
The Radical Left Democrats First they try to take away your guns Then they try to take away your police,75803,321530,0,2020-06-12,11.1254
RT SaraCarterDC This is What 'QuidProQuo' with Ukraine looks likePlease retweet this video so everyone of your friends can watch it1,33660,0,0,2020-05-23,10.870674
RT realDonaldTrump I will be interviewed on 60 Minutes tonight at 700 PM after NFL game Enjoy,12126,0,1,2018-10-14,10.524914
RT Scavino45 Air Force One landing in Virginia ,8000,0,0,2020-03-29,10.663882
Record 157005000 Employed 19th Record of Trump Era ,27993,118831,0,2019-07-05,9.222332
Things are going along very well with China They are paying us Tens of Billions of Dollars made possible by their monetary devaluations and pumping in massive amounts of cash to keep their system going So far our consumer is paying nothing  and no inflation No help from Fed,18531,81940,0,2019-08-03,10.063187
RT JimJordan Dems holding a conference call today to discuss their next moves now that Mueller announced no collusion and no obstruction,18550,0,0,2019-04-23,10.330328
RT TeamTrump President realDonaldTrump It's amazing the way Sleepy Joe buys into the Radical Left ,7645,0,0,2020-08-13,10.3889
RT JesseBWatters When realDonaldTrump became president his sons stopped doing international business deals when Joe Biden became VP h,22075,0,0,2019-09-26,10.671131
RT PollWatch2020 4 Enthusiasm gap is hugeVery supportive Trump 82Biden 40,6587,0,0,2020-08-30,9.486346
We may be in the process of leaving Syria but in no way have we Abandoned the Kurds who are special people and wonderful fighters Likewise our relationship with Turkey a NATO and Trading partner has been very good Turkey already has a large Kurdish population and fully,16497,69208,0,2019-10-08,10.682317
More apprehensions capturesat the Southern Border than in many years Border Patrol amazing Country is FULL System has been broken for many years Democrats in Congress must agree to fix loopholes  No Open Borders Crimes amp Drugs Will Close Southern Border If necessary,20682,86971,0,2019-04-07,9.099252
North Korea recommits to denuclearization  weve come a long way FoxNews,21671,100372,0,2018-09-19,10.623844
Thank you Pete Our great warfighters must be allowed to fight I would not have done this for Sgt Bergdahl or Chelsea Manning ,13909,51520,0,2019-11-17,10.592725
Here we go again another Con Job by the Do Nothing Democrats All of this work was supposed to be done by the House not the Senate,32101,161649,0,2020-01-15,10.994739
Beautiful thank you to our GREAT BlueAngels and AFThunderbirds ,12625,61468,0,2020-05-02,9.485377
At my request the FBI and the Department of Justice are already well into an investigation as to the very sad and tragic death in Minnesota of George Floyd,50223,248351,0,2020-05-28,10.807205
People cant get enough of this Great people ,28322,100289,0,2020-05-16,9.314787
All the Do Nothing Democrats are focused on is Impeaching the President for having a very good conversation with the Ukrainian President I knew that many people were listening even have a transcript They have been at this stuff from the day I got elected Bad for Country,19239,80931,0,2019-10-02,9.926809
Coronavirus deaths are way down Mortality rate is one of the lowest in the World Our Economy is roaring back and will NOT be shut down Embers or flare ups will be put out as necessary,44584,206955,0,2020-06-26,9.70074
Henry Ford would be very disappointed if he saw his modernday descendants wanting to build a much more expensive car that is far less safe and doesnt work as well because execs dont want to fight California regulators Car companies should know,16993,86150,0,2019-08-22,10.456213
So true but it will never work ,15847,61596,0,2019-09-26,11.218407
REVOKE 230,39454,202675,0,2020-05-29,9.7541895
RT benshapiro Blaming Trump for someone ingesting fish tank cleaner is a new level of Trump Derangement Syndrome,20169,0,0,2020-03-24,10.5484085
RT DeanBrowningPA Portland Mayor Ted Wheeler apparently wasn't getting enough attention so he published the letter he wrote to Trump reje,6357,0,0,2020-08-30,10.5653515
RT realDonaldTrump Intel chief releases info on unmasking of Flynn to Capitol Hill via politico,16709,0,0,2020-05-15,10.758953
RT realDailyWire Biden Is A Trojan Horse For A Radical Agenda Mike Pence Warns ,5365,0,0,2020-07-18,10.277464
RT IvankaTrump Thank you Sarah  ,7210,0,1,2019-12-04,11.005756
They asked me to be at West Point on June 13th amp I will be there ,13486,57825,0,2020-04-26,9.938517
RT DHSWolf Day 56 Last night six DHS law enforcement officers were injured in Portland To be clear criminals assaulted FEDERAL office,23183,0,0,2020-07-26,10.706401
RT brithume Are Democratic voters really fooled by this show Jerry Nadlers strategy clearly aims at provoking a confrontation for polit,8860,0,0,2019-05-11,10.378884
Those Republican Senators who voted in favor of Strong Border Security and the Wall are being uniformly praised as they return to their States They know there is a National Emergency at the Southern Border and they had the courage to ACT Great job,21538,91771,0,2019-03-17,9.776728
Had the Fed not mistakenly raised interest rates especially since there is very little inflation and had they not done the ridiculously timed quantitative tightening the 30 GDP amp Stock Market would have both been much higher amp World Markets would be in a better place,20712,90586,0,2019-03-30,9.429575
The foxnewPolls always inaccurate are heavily weighted toward Dems So ridiculous  same thing happened in 2016 They got it all wrong Get a new pollster,14874,70218,0,2019-12-15,9.659872
Thank you Tammy You are doing a GREAT job ,11388,53635,0,2019-12-26,10.924703
RT VP Earlier this year President realDonaldTrump declared the border crisis a national emergency and today Mexico is doing more to secu,11433,0,0,2019-07-13,10.595943
Vote today for Dan Bishop Will be great for North Carolina and our Country,12354,54310,0,2019-09-10,9.607897
Has anyone noticed that the top shows on foxnews and cable ratings are those that are Fair or great to your favorite President me Congratulations to seanhannity for being the number one show on Cable Television,14523,69536,0,2019-08-31,10.804879
RT SenateGOP  Help is on the way President realdonaldtrump just SIGNED the Coronavirus Aid Relief amp Economic Security Act into law,7192,0,0,2020-03-28,10.190234
Oh I see Now that the 2 year Russian Collusion case has fallen apart there was no Collusion except bye Crooked Hillary and the Democrats they say gee I have an idea lets look at Trumps finances and every deal he has ever done Lets follow discredited Michael Cohen,30590,125420,0,2019-03-01,10.50255
It always happens When a Conservative does even a fraction of what Chris Cuomo did with his lunatic ranting raving amp cursing they get destroyed by the Fake News But when a Liberal Democrat like Chris Cuomo does it Republicans immediately come to his defense We never learn,27120,103209,0,2019-08-14,10.3241415
RT parscale Karma,8708,0,0,2020-02-08,8.890031
RT realDonaldTrump BIG NIGHT FOR THE REPUBLICAN PARTY CONGRATULATIONS TO ALL,17805,0,0,2019-09-11,9.276672
RT WhiteHouse Our 33rd use of the Defense Production Act will mobilize Kodak to make generic active pharmaceutical ingredients ,6219,0,0,2020-07-29,10.422951
Breaking News The Ukrainian Government just said they werent pressured at all during the nice call Sleepy Joe Biden on the other hand forced a tough prosecutor out from investigating his sons company by threat of not giving big dollars to Ukraine Thats the real story,19578,73010,0,2019-09-22,10.599197
Thanks to Phantom Fireworks and Fireworks by Grucci for their generosity in donating the biggest fireworks show Washington DC has ever seen CEO's Bruce Zoldan and Phil Grucci are helping to make this the greatest 4th of July celebration in our Nations history,26222,119025,0,2019-07-03,10.468974
RT TrumpWarRoom WATCH Former Obama national security advisor Gen James Jones praises RealDonaldTrump decision to strike Iranian terror,6874,0,0,2020-02-08,10.148222
Jerry Nadler is not entitled to this information He is doing this to get it to the Democrat 2020 nominee KatiePavlich,16622,69716,0,2019-04-08,10.619692
RT USMC Today marks 75 years since the Marine Corps launched an amphibious assault onto the island of Iwo Jima beginning one of the bloo,15297,0,0,2020-02-20,10.069192
RT WhiteHouse President realDonaldTrump on today's sham hearing ,5591,0,0,2019-11-14,10.979297
RT NHCAtlantic Beyond Hurricane Dorian and TS Gabrielle we're monitoring 3 other disturbances with a low chance of becoming tropical,4037,0,0,2019-09-05,10.4941225
Im in the White House waiting The Democrats are everywhere but Washington as people await their pay They are having fun and not even talking,28838,115626,0,2019-01-13,10.322042
RT SenateGOP Conference Chairman SenJohnBarrassoIt is the millennials who will make the difference in slowing the spread of this dise,3202,0,0,2020-03-20,10.936764
RT realDonaldTrump ,31453,0,0,2020-01-30,11.0756445
RT TomFitton realDonaldTrump KatiePavlich FoxNews No collusion No obstruction No impeachment Shut the coup cabal down,13665,0,0,2019-07-24,9.321741
IF YOU CAN PROTEST IN PERSON YOU CAN VOTE IN PERSON,138513,605977,0,2020-08-19,10.237717
RT Patrici15767099 Why Are These Democrats Talking About The Economy When They Know The Corona Virus Shut Down Caused The High Unemployme,12967,0,0,2020-08-19,10.591215
RT SecAzar Here are some simple steps that every American and community can take to help decrease the spread of the coronavirus at work,4435,0,0,2020-03-12,10.118528
On Trumps ICC Win Dems and Republicans See Eye to Eye  RealClearPolitics ,10778,43794,0,2019-04-17,9.810939
RT BuckSexton Quite an odd thing for Democrats and media to pat themselves on the back for perpetrating a Russiacollusion hoax for 3 yea,5708,0,1,2019-12-11,10.84578
Virginia has the best Unemployment and Economic numbers in the history of the State If the Democrats get in those numbers will go rapidly in the other direction On Tuesday Vote Republican,19751,76811,0,2019-11-03,10.656428
RT USNavy Take a look inside the cockpit of the BlueAngels as they zoom over the USS Harry S Truman ,9889,0,0,2020-05-22,10.975532
RT pulte Pulte awards President Trumps retweet Recipient a Female Combat Veteran and Single Mom with 30000 20k Brand New Car and,14879,0,0,2019-07-20,9.8298235
So even though I didnt have to do it with Presidential Privilege I allowed everyone to testify including White House Counsel Don McGahn for over 30 hours to Robert Mueller and the 18 Angry TrumpHating Democrats and they arrived,17768,81729,0,2019-05-22,11.105694
Nobody in 50 years has been WEAKER on China than Sleepy Joe Biden He was asleep at the wheel He gave them EVERYTHING they wanted including ripoff Trade Deals I am getting it all back,36114,164868,0,2020-05-26,10.081421
Disgraced FBI Acting Director Andrew McCabe pretends to be a poor little Angel when in fact he was a big part of the Crooked Hillary Scandal amp the Russia Hoax  a puppet for Leakin James Comey IG report on McCabe was devastating Part of insurance policy in case I won,38494,145472,0,2019-02-14,9.561317
RT TomFitton DNC Worked With Russian Intel to Overthrow President RealDonaldTrump THIS is why we have the abusive contempt attack on AG,8144,0,0,2019-05-11,10.49985
We are simultaneously fighting the Fake News Media and their partner the Democrat Party Always tough to beat the Press but people are beginning to see how totally CORRUPT they are and it makes our job a whole lot easier,23080,85934,0,2019-10-04,10.326708
It was my great honor to speak at the Faith amp Freedom Coalition Conference today in Washington DC Thank you RTM2019 ,12066,51062,0,2019-06-26,11.049013
Kevin is strong on Securing the Border USMCA protecting our 2A and Loves our Vets and Military Kevin is a true friend and has my Complete and Total Endorsement,6637,28534,0,2019-12-21,10.459627
Congratulations to Tom Cotton  his book Sacred Duty A Soliders Tour at Arlington National Cemetery just hit the best sellers list I was at ArlingtonNatl yesterday amp the people there were so grateful for Toms inspiring portrait of The Old Guard Great job TomCottonAR,11276,50865,0,2019-05-25,9.548436
MAGA ,13151,52188,0,2019-12-20,11.023612
We just landed Wisconsin a massive Navy shipbuilding contract Beautiful designs ,9239,39185,0,2020-06-05,9.387019
The Democrats today killed a Bill that would have provided great relief to Farmers and yet more money to Puerto Rico despite the fact that Puerto Rico has already been scheduled to receive more hurricane relief funding than any place in history The people of Puerto Rico,18606,66931,0,2019-04-02,9.637513
Statement from President Donald J Trump Regarding Turkeys Actions in Northeast Syria ,19366,56986,0,2019-10-15,10.547532
Just watched what Biden had to say To me hes blaming the Police far more than hes blaming the Rioters Anarchists Agitators and Looters which he could never blame or he would lose the Radical Left Bernie supports,42646,182718,0,2020-09-01,10.22276
Keep punching Mike ,17379,115701,0,2020-05-03,10.466405
RT JoyVilla This is what the 'new conservative movement' looks like  FoxBusiness usminority  MariaBartiromo,8300,0,0,2019-07-14,10.134245
RT ChatByCC realDonaldTrump President Trump made America great again MAGA Now its up to us to help him keep America great KAGT,9517,0,0,2019-03-03,10.880914
Harry Reid was right in 1993 before he and the Democrats went insane and started with the Open Borders which brings massive Crime stuff Dont forget the nasty term Anchor Babies I will keep our Country safe This case will be settled by the United States Supreme Court,18947,66971,0,2018-10-31,10.10492
Highly recommended by Governor MikeDeWine of Ohio FDA must move quickly ,16205,46728,0,2020-03-29,10.356992
RT DonaldJTrumpJr Enough These Democrats in Trump districts said they were with realDonaldTrump They lied  Now now its time to hear,36436,0,1,2019-12-14,10.188981
RT Alyssafarah The Trump Admin is making sure senior citizens are safe amp have access to the resources they need during coronavirus In ad,5310,0,0,2020-05-02,10.899985
Working hard thank you ,21889,95626,0,2018-10-05,11.235468
RT EricTrump More Voter Fraud ,20958,0,0,2020-07-01,10.268975
The Federal Reserve is cutting but must further ease and most importantly come into line with other countries/competitors We are not playing on a level field Not fair to USA It is finally time for the Federal Reserve to LEAD More easing and cutting,19138,78884,0,2020-03-03,8.824904
RT GOPChairwoman At a time when many Americans are enduring significant economic challenges this bill will help small business and keep,5860,0,0,2020-04-24,11.042123
It was my Great Honor to attend this mornings Welcome Ceremony for the 20th Chairman of the Joint Chiefs of Staff General Mark Milley ,12208,52593,0,2019-09-30,10.228948
If the Democrats are going to defend the Radical Left Squad and King Elijahs Baltimore Fail it will be a long road to 2020 The good news for the Dems is that they have the Fake News Media in their pocket,19285,79808,0,2019-07-29,10.261661
To the brave longsuffering people of Iran I've stood with you since the beginning of my Presidency and my Administration will continue to stand with you We are following your protests closely and are inspired by your courage,49211,240846,0,2020-01-11,10.64278
RT senatemajldr Today tens of thousands of peace officers gathered in our nations capital to honor the service and sacrifice of their f,6555,0,0,2019-05-22,10.061228
Now that the long awaited Mueller Report conclusions have been released most Democrats and othershave gone back to the preWitch Hunt phase of their lives before Collusion Delusion took over Others are pretending that their former hero Bob Mueller no longer exists,18167,79464,0,2019-04-01,10.849545
The Economy is doing really well The Federal Reserve can easily make it Record Setting The question is being asked why are we paying much more in interest than Germany and certain other countries Be early for a change not late Let America win big rather than just win,19402,78681,0,2019-08-22,9.975735
RT RepThomasMassie Congress never voted to send troops to Syria but in five minutes we will be voting on a resolution that disapproves o,18689,0,0,2019-10-17,10.669235
Mexico has taken advantage of the United States for decades Because of the Dems our Immigration Laws are BAD Mexico makes a FORTUNE from the US have for decades they can easily fix this problem Time for them to finally do what must be done,22145,92051,0,2019-05-31,9.720928
Big day Pastor Andrew Brunson who could have spent 35 years in a Turkish prison was returned safely home to his family today Met in Oval Office great people Then off to Kentucky for a Rally for Congressman Andy Barr Tremendous crowd amp spirit Just returned to White House,16885,87639,0,2018-10-13,9.9612055
Thank you David so true ,27192,124493,0,2020-03-21,11.088623
Together we will continue unleashing the power of American enterprise so every American can know the dignity of work and the pride of a paycheck With your help we will elect a Republican Congress to create a safe modern fair and LAWFUL system of immigration MAGA2020 ,19094,78778,0,2019-07-18,10.785058
RT realDonaldTrump THANK YOU PENNSYLVANIA With your help your devotion and your drive we are going to keep on working we are going t,27730,0,1,2019-12-11,10.35377
This is the real corruption that the Fake News Media refuses to even acknowledge ,36830,101753,0,2019-09-24,10.163465
RT KerriKupecDOJ realDonaldTrump Nationwide injunctions undermine our entire immigration system It is not job of judges to impose th,4914,0,0,2019-10-29,9.735053
Dont forget we are building and renovating big sections of Wall right now Moving quickly and will cost far less than previous politicians thought possible Building after all is what I do best even when money is not readily available,28516,138281,0,2019-01-20,10.89229
RT JessieJaneDuff Meet 'The REAL Squad'We are WomenForTrumpWomen stand with President realDonaldTrump and nothing will stop Team,11602,0,0,2019-07-20,9.910673
CONGRATULATIONS to EricTrump and LaraLeaTrump on the great news So proud,11867,74624,0,2019-04-11,9.838539
Our Country is the envy of the World Thank you Mr President ,16834,88527,0,2019-07-06,10.729601
I am pleased to announce that Jovita Carranza will be nominated as the new SBAgov Administrator She will be replacing Linda McMahon who has done an outstanding job Jovita was a great Treasurer of the United States  and I look forward to her joining my Cabinet,12987,62411,0,2019-04-05,10.060125
Wow just learned in the Failing New York Times that the corrupt former leaders of the FBI almost all fired or forced to leave the agency for some very bad reasons opened up an investigation on me for no reason amp with no proof after I fired Lyin James Comey a total sleaze,30589,125463,0,2019-01-12,10.707864
A very good question ,19432,72775,0,2020-01-26,11.019355
Thank you TuckerCarlson KimStrassel ,10407,42483,0,2019-07-25,11.065405
RT Hoosiers1986 Isnt it nice having a President in realDonaldTrump who actually loves AmericaHappy 4th of July my friends ,10768,0,0,2020-07-04,10.877135
Looking forward to tonight SOTU ,18107,89011,0,2019-02-06,10.936622
MAKE AMERICA GREAT AGAIN,42711,195294,0,2018-11-21,11.06742
Just signed one of the most important and largest Trade Deals in US and World History The United States Mexico and Canada worked so well together in crafting this great document The terrible NAFTA will soon be gone The USMCA will be fantastic for all,27974,125660,0,2018-11-30,10.015588
We thank Attorney General Jeff Sessions for his service and wish him well A permanent replacement will be nominated at a later date,19873,89159,0,2018-11-08,10.570178
ERIC Holder could be running the Justice Department right now and it would be behaving no differently than it is LouDobbs,13753,57659,0,2018-09-11,11.011575
Mini Mike Bloomberg can never recover from his incompetent debate performances Also as mayor he was very bad under pressure  a chocker,4569,22047,0,2020-03-03,10.189329
RT RepAndyBiggsAZ If I showed up in any court in this country and I said Judge my case is overwhelming but Im not ready to go yet,13094,0,0,2020-01-22,10.469388
RT LouDobbs DrainTheSwamp  GreggJarrett No one takes anything Schiff says seriously because he lost all credibility For 2 years he c,12670,0,0,2019-04-20,10.071938
the area and start a new war all over again Turkey is a member of NATO Others say STAY OUT let the Kurds fight their own battles even with our financial help I say hit Turkey very hard financially amp with sanctions if they dont play by the rules I am watching closely,13765,59490,0,2019-10-10,9.459327
RT DailyCaller Adam Schiff Challenger Jennifer Barbosa Attacks Him For Chasing Impeachment While Allegedly Ignoring Homeless People In Ca,12567,0,1,2019-11-26,10.948825
RT TomFitton realDonaldTrump Exactly Governors and local officials should let people out of their homes before they let criminals out o,9190,0,0,2020-03-23,10.967503
RT DanScavino ,17364,0,0,2019-10-03,10.7047825
Seattles CHOP is just the latest example of Liberal Democrat cities caving to lawlessness seanhannity FoxNews,18982,77122,0,2020-06-18,10.311339
The Silent Majority will reign,57112,319934,0,2020-07-13,9.713935
RT JPNPMO After his telephone talks with IOC President Bach PM Abe spoke to the press and explained that the two have agreed that the T,9435,0,0,2020-03-25,10.589327
This guy Peter Strzok was organizing a coup to undo the 2016 election Rachel CamposDuffy  FoxNews  And he wasnt the only one in that Administration The greatest Witch Hunt in American history,17906,64753,0,2020-01-01,9.579705
RT SecretarySonny The goodness of America was on display athenafarms in Atlanta today I saw USDAs Farmers to Families Food Box distri,7372,0,0,2020-06-03,9.75721
Hurricane Florence is looking even bigger than anticipated It will be arriving soon FEMA First Responders and Law Enforcement are supplied and ready Be safe,14575,69288,0,2018-09-12,9.463087
is NOT their fault in any way shape or form They are working closely with us to get rid of it WE WILL PREVAIL TOGETHER,21040,125133,0,2020-03-24,9.974775
RT JudicialWatch SENATE SHOULD DISMISS REALDONALDTRUMP IMPEACHMENT  INVESTIGATE SCHIFF'S MISCONDUCT Daily caller judicialwatch ,5478,0,0,2020-01-25,9.64013
Ratings way down show sucks ,12307,59005,0,2020-05-12,9.607584
As President I have an obligation to end CORRUPTION even if that means requesting the help of a foreign country or countries It is done all the time This has NOTHING to do with politics or a political campaign against the Bidens This does have to do with their corruption,38645,151020,0,2019-10-04,10.260847
RT NHCSurge A destructive and lifethreatening storm surge event will occur along portions of the Florida Panhandle Big Bend and Natur,4057,0,1,2018-10-10,10.644331
Thats because they treat me fairlyFoxNews tops CNN and MSNBC combined in October cable news ratings ,19417,75779,0,2018-11-01,10.594974
New York City and Chicago play the Sanctuary City card where criminals are protected Perhaps they will have to start changing their ways and thinking,24014,103138,0,2020-07-06,10.922206
White House news conference today at 600 PM Eastern Thank you,18106,104855,0,2020-04-18,10.821875
Great lineup on FoxNews tonight with JesseBWatters JudgeJeanine and amp greggutfeld All starts at 800 PM Will be discussing and explaining the Impeachment Hoax,11396,52580,0,2020-02-08,9.554494
I will be interviewed on 60 Minutes tonight at 700 PM after NFL game Enjoy,12126,71664,0,2018-10-14,10.047363
Im hearing that the Great People of Utah are considering their vote for their Pompous Senator Mitt Romney to be a big mistake I agree He is a fool who is playing right into the hands of the Do Nothing Democrats IMPEACHMITTROMNEY,28996,104451,0,2019-10-05,10.429589
got too frisky or out of line they would quickly come down on them hard  didnt know what hit them The front line was replaced with fresh agents like magic Big crowd professionally organized but nobody came close to breaching the fence If they had they would,12082,59081,0,2020-05-30,9.329729
United States Supreme Court is given additional information from which it can make a final and decisive decision on this very critical matter Can anyone really believe that as a great Country we are not able the ask whether or not someone is a Citizen Only in America,26034,119043,0,2019-06-28,10.9205675
RT seanhannity ,8750,0,0,2019-02-09,10.145344
RT AGHamilton29 Absolutely sickening that the Washington Post published this puff piece glorifying a vicious antiSemite Not only did,5109,0,0,2020-04-05,11.032871
RT realDonaldTrump Trade Deals Drive Stocks To Record Highs FoxNews,18545,0,0,2020-01-18,10.223232
WE CANNOT LET THE CURE BE WORSE THAN THE PROBLEM ITSELF AT THE END OF THE 15 DAY PERIOD WE WILL MAKE A DECISION AS TO WHICH WAY WE WANT TO GO,61859,322066,0,2020-03-22,9.715642
RT TeamTrump President realDonaldTrump We prevented a coronavirus catastrophe at the Southern Border ,8844,0,0,2020-06-24,10.934463
RT GeraldoRivera After hoodwinking the nation for over two years with their totally bogus shamelessly partisan Russia Witchhunt the De,17234,0,0,2020-01-25,10.69003
RT dbongino The hapless Dems are still in denial amp its hilarious to watch Theyre still claiming despite ALL evidence to the contrary,8484,0,0,2020-02-07,10.266781
RT Scavino45 Adam Schiff is wasting the nation's time with impeachment hearings ,12365,0,0,2019-11-15,10.955168
Wow that would be big Always heard Jeff is very smart ,12699,54745,0,2019-12-14,10.269863
News Conference at 530 PM Enjoy,16228,113297,0,2020-08-15,10.179476
RT HouseGOP WATCH JimJordan highlights why this is a predetermined impeachment by Democrats ,9186,0,1,2019-12-05,10.78033
China and the USA are working on selecting a new site for signing of Phase One of Trade Agreement about 60 of total deal after APEC in Chile was canceled do to unrelated circumstances The new location will be announced soon President Xi and President Trump will do signing,18291,77931,0,2019-10-31,9.851915
RT SydneyLWatson Look at all that social distancing going down in Portland ,6880,0,0,2020-07-26,10.615225
RT RealCandaceO LETS GO AMERICA After 2 years of fighting and challenging the status quo I finally wrote it The book Democrats do,38051,0,0,2020-01-24,10.18611
RT JudgeJeanine RepMarkMeadows joined me to talk about the latest on Iran take a look ,8626,0,0,2020-01-07,10.1865635
RT RepMarkMeadows We knew they wouldnt give upThe collusion delusion fell flat and now reports say House Democrats are preparing to,14202,0,0,2019-04-25,10.318362
95 Approval Rating in Republican Party 51 Plus overall But you NEVER read or see this in the Fake News Media Always hearing bad made up numbers on how badly Im doing Lamestream Media is unhinged and CORRUPT ,18892,71561,0,2020-05-16,9.448905
Wheres the Whistleblower,28632,134257,0,2019-10-26,10.942053
the health and wellbeing of American families FIRST Look forward to signing the final Bill ASAP,12098,59061,0,2020-03-14,11.190339
RT WarRoom2020 OH MY JOBS  US Economy Adds 266000 Jobs in November  WarRoomImpeachment ,4054,0,1,2019-12-08,10.236809
A really great woman and what a job she is doing ,11399,48570,0,2020-05-20,9.819643
RT DebiC37936 This is why we really love realDonaldTrump  ,5856,0,0,2020-08-16,10.546502
Just watched a world class loser Tim OBrien who I havent seen or spoken to in many years amp knows NOTHING about me except that he wrote a failed hit piece book about me 15 years ago Fired like a dog from other jobs Saw him on Lyin Brian Williams Trump Slam Show Bad TV,19724,111272,0,2019-08-08,10.495851
RT realDonaldTrump ,19286,0,0,2020-06-29,11.0756445
RT WhiteHouse LIVE POTUS remarks at the 2020 Council for National Policy Meeting ,11312,0,0,2020-08-21,10.494972
